avg_sync_cost,avg_sync_applied,avg_pending_syncs,avg_twin_quality,avg_twin_badness,avg_secrecy_rate,avg_realized_loss,avg_margin_gap,avg_cert_slack,certified_safe_rate,certificate_violation_prob,certificate_cover_rate,prediction_violation_prob,outage_prob,success_prob,method,seed,runtime_sec,runtime_per_slot_ms,scenario,variant
0.15,0.14166666666666666,0.15,0.9137607994434842,0.08623920055651572,2.694844002657034,0.004004724843479847,-0.0021174682237711517,0.08377754855485108,0.8583333333333333,0.14166666666666666,0.9083333333333333,0.43333333333333335,0.14166666666666666,0.8583333333333333,periodic,62,0.9307663750005304,7.7563864583377535,paper_base,periodic
0.23333333333333334,0.23333333333333334,0.23333333333333334,0.6486871424456506,0.3513128575543494,2.701579841188918,0.005911745748069815,0.002619110323647489,-0.32031690638185745,0.275,0.725,0.9333333333333333,0.5166666666666667,0.20833333333333334,0.7916666666666666,security_margin,62,0.9334274700013339,7.778562250011116,paper_base,security_margin
0.0,0.0,0.0,0.4971158233678349,0.5028841766321651,2.6910048038053143,0.024599219148274017,0.02368295099014329,-0.9898268845579477,0.05,0.95,0.9166666666666666,0.8,0.24166666666666667,0.7583333333333333,rollout_joint,62,2.207376676999047,18.394805641658724,paper_base,rollout_h1_b4
0.0,0.0,0.0,0.4971158233678349,0.5028841766321651,2.6910048038053143,0.024599219148274017,0.02368295099014329,-0.9898268845579477,0.05,0.95,0.9166666666666666,0.8,0.24166666666666667,0.7583333333333333,rollout_joint,62,2.4848257749999902,20.706881458333253,paper_base,rollout_h1_b8
0.0,0.0,0.0,0.4971158233678349,0.5028841766321651,2.7128409981984105,0.023539802445475783,0.022398312035027717,-0.9734258621749979,0.05,0.95,0.9166666666666666,0.8,0.20833333333333334,0.7916666666666666,rollout_joint,62,18.636136081000586,155.3011340083382,paper_base,rollout_h2_b8
0.0,0.0,0.0,0.4971158233678349,0.5028841766321651,2.7128409981984105,0.023539802445475783,0.022398312035027717,-0.9734258621749979,0.05,0.95,0.9166666666666666,0.8,0.20833333333333334,0.7916666666666666,rollout_joint,62,25.108729700999902,209.23941417499918,paper_base,rollout_h2_b12
0.15714285714285714,0.15714285714285714,0.15714285714285714,0.8729720374824307,0.12702796251756918,2.5472306810463166,0.0029275880027697225,-0.00032811932835659244,-0.24135306750623406,0.2714285714285714,0.7285714285714285,0.9,0.24285714285714285,0.5785714285714286,0.42142857142857143,periodic,62,1.1152942570006417,7.966387550004583,paper_hard,periodic
0.15714285714285714,0.15714285714285714,0.15714285714285714,0.5833906427601844,0.4166093572398157,2.546165313930094,0.006630971246198796,0.005808990148055363,-1.1710157330802922,0.0,1.0,0.9928571428571429,0.35714285714285715,0.5714285714285714,0.42857142857142855,security_margin,62,1.229982752000069,8.78559108571478,paper_hard,security_margin
0.0,0.0,0.0,0.4932767967988384,0.5067232032011616,2.547268886420891,0.024906757514114603,0.024465007930517806,-1.8122398828358577,0.0,1.0,0.9142857142857143,0.5928571428571429,0.5714285714285714,0.42857142857142855,rollout_joint,62,2.452640126000915,17.51885804286368,paper_hard,rollout_h1_b4
0.0,0.0,0.0,0.4932767967988384,0.5067232032011616,2.547268886420891,0.024906757514114603,0.024465007930517806,-1.8122398828358577,0.0,1.0,0.9142857142857143,0.5928571428571429,0.5714285714285714,0.42857142857142855,rollout_joint,62,2.5802974270009145,18.43069590714939,paper_hard,rollout_h1_b8
0.0,0.0,0.0,0.4932767967988384,0.5067232032011616,2.553959050062771,0.0242967533329321,0.02361982306826022,-1.8034792394281713,0.0,1.0,0.9142857142857143,0.5785714285714286,0.5714285714285714,0.42857142857142855,rollout_joint,62,20.040134496000974,143.1438178285784,paper_hard,rollout_h2_b8
0.0,0.0,0.0,0.4932767967988384,0.5067232032011616,2.553959050062771,0.0242967533329321,0.02361982306826022,-1.8034792394281713,0.0,1.0,0.9142857142857143,0.5785714285714286,0.5714285714285714,0.42857142857142855,rollout_joint,62,29.068734341999516,207.63381672856798,paper_hard,rollout_h2_b12
