scenario,target,baseline,metric,num_pairs,mean_diff,bootstrap_ci95_low,bootstrap_ci95_high,paired_t_stat,paired_t_pvalue_approx,wilcoxon_pvalue,wilcoxon_stat,cohen_dz,rank_biserial,cliffs_delta,win_pairs,loss_pairs,tie_pairs,paired_t_pvalue_holm,paired_t_pvalue_bonferroni,wilcoxon_pvalue_holm,wilcoxon_pvalue_bonferroni
paper_hard,rollout_joint,myopic_greedy_no_sync,avg_secrecy_rate,3,0.686920013220211,0.6773211497234016,0.6991242075977265,106.8738143211517,0.0,0.25,0.0,61.70362546763902,1.0,1.0,3,0,0,0.0,0.0,1.0,1.0
paper_hard,rollout_joint,no_twin,avg_secrecy_rate,3,0.37788200200109245,0.35481344238032064,0.41386133021384874,20.731901286423607,0.0,0.25,0.0,11.969568788529417,1.0,1.0,3,0,0,0.0,0.0,1.0,1.0
paper_hard,rollout_joint,sca_twin,avg_secrecy_rate,3,0.001040764996403117,-0.015207704818213319,0.02811547278689397,0.07637215265723613,0.9391230238446611,1.0,3.0,0.04409348289524647,0.0,0.1111111111111111,1,2,0,0.9391230238446611,1.0,1.0,1.0
paper_hard,rollout_joint,sca_oracle,avg_secrecy_rate,3,-0.04306106090180065,-0.06204891937775647,-0.026005600810970586,-4.120843448790676,3.774878758244782e-05,0.25,0.0,-2.379170074447603,-1.0,-1.0,0,3,0,0.00033973908824203036,0.0015854490784628084,1.0,1.0
paper_hard,rollout_joint,rollout_fixed_periodic,avg_secrecy_rate,3,0.004033374586029777,-0.0052643575660302755,0.008820002324512188,0.8674770018852092,0.3856807074461157,0.5,1.0,0.500838080554235,0.6666666666666666,0.1111111111111111,2,1,0,0.7713614148922314,1.0,1.0,1.0
paper_hard,rollout_joint,rollout_no_sync,avg_secrecy_rate,3,0.7765517855826655,0.7675509189956462,0.7869112081215882,137.9319487420782,0.0,0.25,0.0,79.63504773608851,1.0,1.0,3,0,0,0.0,0.0,1.0,1.0
paper_hard,rollout_joint,oracle_sync,avg_secrecy_rate,3,-0.04672821088567791,-0.04966283693813356,-0.044716984857573694,-31.14092287219448,0.0,0.25,0.0,-17.979220203074856,-1.0,-1.0,0,3,0,0.0,0.0,1.0,1.0
scenario_stress,rollout_joint,full,avg_secrecy_rate,3,0.9411437590023458,0.9286208757015388,0.9630153735684871,85.76023196619643,0.0,0.25,0.0,49.513693011448254,1.0,1.0,3,0,0,0.0,0.0,1.0,1.0
scenario_stress,rollout_joint,periodic,avg_secrecy_rate,3,0.24109701063271172,0.18531058515615073,0.2855450335179146,8.176843708760208,4.440892098500626e-16,0.25,0.0,4.720902916374204,1.0,1.0,3,0,0,5.329070518200751e-15,1.865174681370263e-14,1.0,1.0
scenario_stress,rollout_joint,aoi_only,avg_secrecy_rate,3,0.45573929047088263,0.3620712827817593,0.5349019740774451,9.039519562255425,0.0,0.25,0.0,5.218969052613057,1.0,1.0,3,0,0,0.0,0.0,1.0,1.0
