slot,sync,sync_reason,sync_cost,total_sync_cost,remaining_budget,move_uav1,move_uav2,p_s,p_j,uav1_x,uav1_y,uav2_x,uav2_y,eve_true_x,eve_true_y,eve_est_x,eve_est_y,eve_error,aoi,sigma,twin_quality,twin_badness,pred_r_sec,true_r_sec,r_b,r_e,outage,success,served_user_idx,movement_cost,power_cost
0,1,full_sync,1.0,1.0,79,down,right,1.0,0.8,180.0,250.0,330.0,260.0,418.0914151239263,298.6880047681278,418.0914151239263,298.6880047681278,0.0,0,2.0,0.992,0.008,2.8166811147779685,2.8166811147779685,3.1820040980446804,0.36532298326671175,0,1,0,20.0,1.8
1,1,full_sync,1.0,2.0,78,down,right,1.0,0.8,180.0,240.0,340.0,260.0,416.3165504826682,297.9701741830452,416.3165504826682,297.9701741830452,0.0,0,2.0,0.992,0.008,2.9814254240917135,2.9814254240917135,3.3111031057844915,0.32967768169277806,0,1,0,20.0,1.8
2,1,full_sync,1.0,3.0,77,down,right,1.0,0.8,180.0,230.0,350.0,260.0,413.7312399260721,296.5795203309865,413.7312399260721,296.5795203309865,0.0,0,2.0,0.992,0.008,3.143074481873298,3.143074481873298,3.4398037076803116,0.29672922580701333,0,1,0,20.0,1.8
3,1,full_sync,1.0,4.0,76,down,right,1.0,0.8,180.0,220.0,360.0,260.0,411.7695920470223,295.4846475532834,411.7695920470223,295.4846475532834,0.0,0,2.0,0.992,0.008,3.298611314601154,3.298611314601154,3.567081059409825,0.26846974480867064,0,1,0,20.0,1.8
4,1,full_sync,1.0,5.0,75,down,right,1.0,0.8,180.0,210.0,370.0,260.0,409.764551699771,294.22873437501136,409.764551699771,294.22873437501136,0.0,0,2.0,0.992,0.008,3.447008020091649,3.447008020091649,3.6916940920407257,0.24468607194907652,0,1,0,20.0,1.8
5,1,full_sync,1.0,6.0,74,down,right,1.0,0.8,180.0,200.0,380.0,260.0,408.02837109222986,293.46207195564006,408.02837109222986,293.46207195564006,0.0,0,2.0,0.992,0.008,3.5861493213323383,3.5861493213323383,3.8121678384016584,0.22601851706931989,0,1,0,20.0,1.8
6,1,full_sync,1.0,7.0,73,left,right,1.0,0.8,170.0,200.0,390.0,260.0,406.04818030149823,292.80024431773046,406.04818030149823,292.80024431773046,0.0,0,2.0,0.992,0.008,3.7221211606109224,3.7221211606109224,3.9267903652844205,0.20466920467349797,0,1,0,20.0,1.8
7,1,full_sync,1.0,8.0,72,down,stay,1.0,0.8,170.0,190.0,390.0,260.0,404.18843310417384,291.5424565788655,404.18843310417384,291.5424565788655,0.0,0,2.0,0.992,0.008,3.8353998357806525,3.8353998357806525,4.035337987876416,0.19993815209576396,0,1,0,10.0,1.8
8,1,full_sync,1.0,9.0,71,left,stay,1.0,0.8,160.0,190.0,390.0,260.0,402.2990583393986,290.2547917986168,402.2990583393986,290.2547917986168,0.0,0,2.0,0.992,0.008,3.9484300305341122,3.9484300305341122,4.136763415416367,0.18833338488225504,0,1,0,10.0,1.8
9,1,full_sync,1.0,10.0,70,down,stay,1.0,0.8,160.0,180.0,390.0,260.0,400.56259342979075,289.2398140253209,400.56259342979075,289.2398140253209,0.0,0,2.0,0.992,0.008,4.0619449983056,4.0619449983056,4.246061270536481,0.18411627223088098,0,1,0,10.0,1.8
10,1,full_sync,1.0,11.0,69,left,stay,1.0,0.8,150.0,180.0,390.0,260.0,398.50713472072715,288.03553516199975,398.50713472072715,288.03553516199975,0.0,0,2.0,0.992,0.008,4.1714877567824,4.1714877567824,4.345602907681385,0.17411515089898483,0,1,0,10.0,1.8
11,1,full_sync,1.0,12.0,68,down,stay,1.0,0.8,150.0,170.0,390.0,260.0,396.87389712232937,286.98917631737913,396.87389712232937,286.98917631737913,0.0,0,2.0,0.992,0.008,4.282352666394863,4.282352666394863,4.452586637023783,0.17023397062892007,0,1,0,10.0,1.8
12,1,full_sync,1.0,13.0,67,left,stay,1.0,0.8,140.0,170.0,390.0,260.0,394.7453987756804,285.88353625223266,394.7453987756804,285.88353625223266,0.0,0,2.0,0.992,0.008,4.384854474404532,4.384854474404532,4.546438800727232,0.1615843263226999,0,1,0,10.0,1.8
13,1,full_sync,1.0,14.0,66,down,stay,1.0,0.8,140.0,160.0,390.0,260.0,392.90509153134644,284.9931694715419,392.90509153134644,284.9931694715419,0.0,0,2.0,0.992,0.008,4.48845656073181,4.48845656073181,4.646784510996107,0.15832795026429705,0,1,0,10.0,1.8
14,1,full_sync,1.0,15.0,65,left,stay,1.0,0.8,130.0,160.0,390.0,260.0,391.0289113148252,284.12241577244424,391.0289113148252,284.12241577244424,0.0,0,2.0,0.992,0.008,4.579275787513338,4.579275787513338,4.72990102320861,0.15062523569527198,0,1,0,10.0,1.8
15,1,full_sync,1.0,16.0,64,down,stay,1.0,0.8,130.0,150.0,390.0,260.0,389.67140559508636,283.00049126752884,389.67140559508636,283.00049126752884,0.0,0,2.0,0.992,0.008,4.670756305560457,4.670756305560457,4.818013065411923,0.147256759851466,0,1,0,10.0,1.8
16,1,full_sync,1.0,17.0,63,left,stay,1.0,0.8,120.0,150.0,390.0,260.0,387.5177327763649,281.75635944905446,387.5177327763649,281.75635944905446,0.0,0,2.0,0.992,0.008,4.74368860257173,4.74368860257173,4.884342809898399,0.14065420732666958,0,1,0,10.0,1.8
17,1,full_sync,1.0,18.0,62,down,stay,1.0,0.8,120.0,140.0,390.0,260.0,385.7025266031375,281.0950511368707,385.7025266031375,281.0950511368707,0.0,0,2.0,0.992,0.008,4.815667692183015,4.815667692183015,4.953789270112924,0.1381215779299083,0,1,0,10.0,1.8
18,1,full_sync,1.0,19.0,61,left,stay,1.0,0.8,110.0,140.0,390.0,260.0,383.66834236584106,279.84300419378195,383.66834236584106,279.84300419378195,0.0,0,2.0,0.992,0.008,4.864806884724168,4.864806884724168,4.9970743331106355,0.13226744838646723,0,1,0,10.0,1.8
19,1,full_sync,1.0,20.0,60,down,stay,1.0,0.8,110.0,130.0,390.0,260.0,381.4209980011337,279.03818203012935,381.4209980011337,279.03818203012935,0.0,0,2.0,0.992,0.008,4.911241682591772,4.911241682591772,5.041658066243124,0.13041638365135147,0,1,0,10.0,1.8
20,1,full_sync,1.0,21.0,59,left,stay,1.0,0.8,100.0,130.0,390.0,260.0,379.64397425249473,278.2011283106209,379.64397425249473,278.2011283106209,0.0,0,2.0,0.992,0.008,4.931706014391705,4.931706014391705,5.056821102397954,0.12511508800624982,0,1,0,10.0,1.8
21,1,full_sync,1.0,22.0,58,stay,stay,1.0,0.8,100.0,130.0,390.0,260.0,377.44432134030814,277.2707767075409,377.44432134030814,277.2707767075409,0.0,0,2.0,0.992,0.008,4.929670156258366,4.929670156258366,5.056821102397954,0.12715094613958802,0,1,0,0.0,1.8
22,1,full_sync,1.0,23.0,57,stay,stay,1.0,0.8,100.0,130.0,390.0,260.0,375.47932708305035,276.3363832865596,375.47932708305035,276.3363832865596,0.0,0,2.0,0.992,0.008,4.927698514547162,4.927698514547162,5.056821102397954,0.12912258785079272,0,1,0,0.0,1.8
