slot,sync,sync_reason,sync_cost,total_sync_cost,remaining_budget,move_uav1,move_uav2,p_s,p_j,uav1_x,uav1_y,uav2_x,uav2_y,eve_true_x,eve_true_y,eve_est_x,eve_est_y,eve_error,aoi,sigma,twin_quality,twin_badness,pred_r_sec,true_r_sec,r_b,r_e,outage,success,served_user_idx,movement_cost,power_cost
0,0,aoi_thr=5,0.0,0.0,26,left,left,1.0,0.5,170.0,260.0,310.0,260.0,233.71330195582811,245.77201112563165,233.5,246.5,0.7585944407680538,1,4.8,0.9615931625082719,0.03840683749172812,0.9974694666786714,1.001909856001,2.5921862864470895,1.5902764304460895,1,0,0,20.0,1.5
1,0,aoi_thr=5,0.0,0.0,26,left,left,1.0,0.5,160.0,260.0,300.0,260.0,229.73861779289263,244.9304064271055,229.0,245.0,0.7418891489742889,2,6.0,0.9393307494148079,0.060669250585192146,1.1418237170558496,1.1555758258762583,2.6317639143679745,1.4761880884917162,1,0,0,20.0,1.5
2,0,aoi_thr=5,0.0,0.0,26,left,left,1.0,0.5,150.0,260.0,290.0,260.0,223.87289316083493,242.51888077230188,224.5,243.5,1.1644131254355334,3,7.2,0.9160800704677701,0.08391992953222996,1.2748883248489553,1.263746291813837,2.6640780631681165,1.4003317713542796,1,0,0,20.0,1.5
3,0,aoi_thr=5,0.0,0.0,26,left,left,1.0,0.5,140.0,260.0,280.0,260.0,219.46238144305204,240.7975109576614,220.0,242.0,1.3171991534005942,4,8.4,0.8934363019048487,0.10656369809515133,1.3949111051851315,1.3855898423348347,2.688257752650636,1.3026679103158014,1,0,0,20.0,1.5
4,0,aoi_thr=5,0.0,0.0,26,left,left,1.0,0.5,130.0,260.0,270.0,260.0,214.95062063279903,238.7003802083599,215.5,240.5,1.8816081110499436,5,9.6,0.8698663817501376,0.13013361824986236,1.500414696029543,1.4909106848121065,2.703533783291671,1.2126230984795643,1,0,0,20.0,1.5
5,1,aoi_thr=5,1.0,1.0,25,left,left,1.0,0.5,120.0,260.0,260.0,260.0,211.066199215203,237.74483456316014,211.066199215203,237.74483456316014,0.0,0,3.6,0.9856,0.014400000000000003,1.5904088566839791,1.5904088566839791,2.709285903955963,1.1188770472719838,1,0,0,20.0,1.5
6,0,aoi_thr=5,0.0,1.0,25,down,left,1.0,0.5,120.0,250.0,250.0,260.0,206.61242070349584,237.03390340803776,206.566199215203,236.24483456316014,0.7904214495675742,1,4.8,0.961521551738473,0.03847844826152704,1.6790288713061061,1.681067141128602,2.8243057508169405,1.1432386096883385,1,0,0,20.0,1.5
7,0,aoi_thr=5,0.0,1.0,25,down,left,1.0,0.5,120.0,240.0,240.0,260.0,202.43967724307228,234.9323986840195,202.066199215203,234.74483456316014,0.4179307798366484,2,6.0,0.9400596557453675,0.059940344254632454,1.7737158904759296,1.7795871121492965,2.942552986274574,1.1629658741252775,1,0,0,20.0,1.5
8,0,aoi_thr=5,0.0,1.0,25,down,left,1.0,0.5,120.0,230.0,230.0,260.0,198.19780279193003,232.7611808634392,197.566199215203,233.24483456316014,0.7955149146233134,3,7.2,0.9169100914420976,0.08308990855790246,1.874925324321895,1.8814887404074199,3.0634409674540053,1.1819522270465854,1,0,0,20.0,1.5
9,0,aoi_thr=5,0.0,1.0,25,down,left,1.0,0.5,120.0,220.0,220.0,260.0,194.31271800284512,231.22623272574882,193.066199215203,231.74483456316014,1.350095164686984,4,8.4,0.8933622858794543,0.1066377141205457,1.9828261568887404,1.9958289235409026,3.186122216795344,1.1902932932544414,1,0,0,20.0,1.5
10,0,aoi_thr=5,0.0,1.0,25,down,stay,1.0,0.5,120.0,210.0,220.0,260.0,189.68331434836344,229.24958204466606,188.566199215203,230.24483456316014,1.4961529989626339,5,9.6,0.8707336557523341,0.12926634424766592,2.079417850595427,2.0873552590543043,3.3313676597039077,1.2440124006496034,1,0,0,10.0,1.5
11,1,aoi_thr=5,1.0,2.0,24,down,left,1.0,0.5,120.0,200.0,210.0,260.0,186.03909328543526,227.6414114072179,186.03909328543526,227.6414114072179,0.0,0,3.6,0.9856,0.014400000000000003,2.2216928463991286,2.2216928463991286,3.453986445897508,1.2322935994983792,1,0,0,20.0,1.5
12,0,aoi_thr=5,0.0,2.0,24,down,stay,1.0,0.5,120.0,190.0,210.0,260.0,181.23926380992108,225.89491792187613,181.53909328543526,226.1414114072179,0.38814527267897886,1,4.8,0.9624266731364723,0.0375733268635277,2.336455449989715,2.33045610653477,3.5956678830302424,1.265211776495472,1,0,0,10.0,1.5
13,0,aoi_thr=5,0.0,2.0,24,down,stay,1.0,0.5,120.0,180.0,210.0,260.0,177.11188023980844,224.650728766931,177.03909328543526,224.6414114072179,0.07338088251682037,2,6.0,0.9408348930143372,0.059165106985662845,2.45431041365537,2.4552853476740104,3.7313572558820307,1.27607190820802,0,1,0,10.0,1.5
14,0,aoi_thr=5,0.0,2.0,24,down,left,1.0,0.5,120.0,170.0,200.0,260.0,172.90079306792563,223.4523034690365,172.53909328543526,223.1414114072179,0.47694927063096504,3,7.2,0.9176268641410803,0.08237313585891967,2.594719269989107,2.602133541156345,3.8345117849683286,1.232378243811984,0,1,0,20.0,1.5
15,0,aoi_thr=5,0.0,2.0,24,down,stay,1.0,0.5,120.0,160.0,200.0,260.0,169.89994638853494,221.66781295756726,168.03909328543526,221.6414114072179,1.8610403846173194,4,8.4,0.892212659134611,0.10778734086538896,2.7113331844287174,2.73034878056435,3.9464058502138886,1.2160570696495387,0,1,0,10.0,1.5
16,0,aoi_thr=5,0.0,2.0,24,down,stay,1.0,0.5,120.0,150.0,200.0,260.0,165.04137647818487,219.59817204779375,163.53909328543526,220.1414114072179,1.597486711320485,5,9.6,0.8705056548995289,0.1294943451004711,2.8168935616277606,2.824333182867547,4.0398608536208,1.215527670753253,0,1,0,10.0,1.5
17,1,aoi_thr=5,1.0,3.0,23,down,left,1.0,0.5,120.0,140.0,190.0,260.0,160.97256207398772,218.8884526526984,160.97256207398772,218.8884526526984,0.0,0,3.6,0.9856,0.014400000000000003,2.9481004293670194,2.9481004293670194,4.087593775424599,1.1394933460575798,0,1,0,20.0,1.5
