avg_sync_cost,avg_sync_applied,avg_pending_syncs,avg_twin_quality,avg_twin_badness,avg_secrecy_rate,avg_realized_loss,avg_margin_gap,avg_cert_slack,certified_safe_rate,certificate_violation_prob,certificate_cover_rate,prediction_violation_prob,outage_prob,success_prob,method,seed,runtime_sec,runtime_per_slot_ms,scenario,config_path
0.11875,0.1125,0.11875,0.81719551892065,0.18280448107935,2.4483824789560926,0.003731983083930253,-0.0017412169173738445,-0.4944784154770936,0.0,1.0,0.90625,0.23125,0.4875,0.5125,periodic,62,1.331771936998848,8.3235746062428,scenario_stress,configs/scenario_stress.yaml
0.08125,0.075,0.08125,0.7697202700998125,0.23027972990018747,2.434482176935,0.008792095793837846,0.00535652797632988,-0.4676523189114059,0.0,1.0,0.89375,0.325,0.475,0.525,security_risk,62,1.4508982260013,9.068113912508124,scenario_stress,configs/scenario_stress.yaml
0.11875,0.11875,0.11875,0.558471074258932,0.44152892574106783,2.443589044125961,0.0029154061380250716,0.0009449221806880889,-2.0166396584800452,0.0,1.0,0.99375,0.1625,0.4625,0.5375,security_margin,62,1.3378335269990203,8.361459543743877,scenario_stress,configs/scenario_stress.yaml
0.11875,0.11875,0.11875,0.558471074258932,0.44152892574106783,2.444555126692658,0.00295389151736736,0.0010262499550531198,-2.0147254783952038,0.0,1.0,0.99375,0.15625,0.4625,0.5375,rollout_joint,62,20.541784159999224,128.38615099999515,scenario_stress,configs/scenario_stress.yaml
0.11875,0.1125,0.11875,0.8170135534922197,0.18298644650778034,2.4890078114816405,0.0033008132230819666,-0.0021186699928734147,-0.459019764058011,0.0,1.0,0.8875,0.2375,0.50625,0.49375,periodic,63,1.3433569340013491,8.395980837508432,scenario_stress,configs/scenario_stress.yaml
0.08125,0.06875,0.08125,0.7674131184838939,0.2325868815161062,2.4874634537288904,0.0018965526019703056,-0.007964438259076178,-0.4334055817462529,0.0,1.0,0.975,0.16875,0.49375,0.50625,security_risk,63,1.326867799001775,8.292923743761094,scenario_stress,configs/scenario_stress.yaml
0.11875,0.10625,0.11875,0.557538304182326,0.44246169581767403,2.489540831527171,0.00043841240440461863,-0.0053133126766653285,-1.9808658532848824,0.0,1.0,1.0,0.06875,0.4875,0.5125,security_margin,63,1.350982590996864,8.4436411937304,scenario_stress,configs/scenario_stress.yaml
0.11875,0.10625,0.11875,0.557538304182326,0.44246169581767403,2.4907587788125904,0.0004474943055052569,-0.005441978423615433,-1.9784361139226116,0.0,1.0,1.0,0.06875,0.4875,0.5125,rollout_joint,63,20.786864511999738,129.91790319999836,scenario_stress,configs/scenario_stress.yaml
0.11875,0.1125,0.11875,0.8172692651265117,0.1827307348734884,2.459875259464817,0.0015762409148832811,-0.0044812415275736605,-0.48719736943108405,0.0,1.0,0.9375,0.2,0.48125,0.51875,periodic,64,1.3288360029982869,8.305225018739293,scenario_stress,configs/scenario_stress.yaml
0.08125,0.06875,0.08125,0.767193861481861,0.23280613851813908,2.4469935814777006,0.005331944772548324,-0.0024545145058227566,-0.46620206073219206,0.0,1.0,0.925,0.25625,0.51875,0.48125,security_risk,64,1.3074950230002287,8.17184389375143,scenario_stress,configs/scenario_stress.yaml
0.11875,0.10625,0.11875,0.5552812372680138,0.44471876273198624,2.464104152367177,0.004253803985530767,-0.002475944423571105,-2.000469226249464,0.0,1.0,0.9875,0.15,0.46875,0.53125,security_margin,64,1.3147190300005605,8.216993937503503,scenario_stress,configs/scenario_stress.yaml
0.11875,0.10625,0.11875,0.5552812372680138,0.44471876273198624,2.4644009897368995,0.0047305882696135615,-0.0017543544174252342,-1.998410930277137,0.0,1.0,0.9875,0.15625,0.46875,0.53125,rollout_joint,64,20.63572473200111,128.97327957500693,scenario_stress,configs/scenario_stress.yaml
0.11875,0.1125,0.11875,0.816891501223109,0.18310849877689092,2.4653706392780044,0.001332158569904704,-0.0071791048100998,-0.48585335169032884,0.0,1.0,0.95,0.15625,0.50625,0.49375,periodic,65,1.322703152000031,8.266894700000194,scenario_stress,configs/scenario_stress.yaml
0.08125,0.075,0.08125,0.771223407206688,0.228776592793312,2.461921163102047,0.004777880069928351,0.0003935885326584801,-0.4470835615859564,0.0,1.0,0.925,0.2625,0.49375,0.50625,security_risk,65,1.3111972430015157,8.194982768759473,scenario_stress,configs/scenario_stress.yaml
0.11875,0.10625,0.11875,0.5554531727830538,0.44454682721694627,2.450628179849715,0.009136598505717207,0.00485395416461894,-2.006064604943269,0.0,1.0,0.95625,0.26875,0.4875,0.5125,security_margin,65,1.2968837009975687,8.105523131234804,scenario_stress,configs/scenario_stress.yaml
0.11875,0.10625,0.11875,0.5554531727830538,0.44454682721694627,2.4512834071448095,0.009538912097686396,0.005410317188923967,-2.004182925619692,0.0,1.0,0.95625,0.275,0.4875,0.5125,rollout_joint,65,20.703136374999303,129.39460234374565,scenario_stress,configs/scenario_stress.yaml
