avg_sync_cost,avg_twin_quality,avg_twin_badness,avg_secrecy_rate,outage_prob,success_prob,method,seed,periodic_k,budget,eve_speed
0.16666666666666666,0.5823739257813255,0.4176260742186745,3.4467666170611446,0.09166666666666666,0.9083333333333333,periodic,42,1,20,0.0
0.16666666666666666,0.5820283894382527,0.41797161056174736,3.410317793588711,0.09166666666666666,0.9083333333333333,periodic,43,1,20,0.0
0.16666666666666666,0.5808979164534139,0.4191020835465861,3.494289058094509,0.09166666666666666,0.9083333333333333,periodic,44,1,20,0.0
0.16666666666666666,0.5827960717607571,0.4172039282392429,3.1153617061470062,0.1,0.9,periodic,42,1,20,2.0
0.16666666666666666,0.5822937325806535,0.4177062674193464,3.1164515148031264,0.1,0.9,periodic,43,1,20,2.0
0.16666666666666666,0.5809021440128259,0.41909785598717414,3.180919404911736,0.1,0.9,periodic,44,1,20,2.0
0.16666666666666666,0.5876233275435749,0.41237667245642506,3.188739356827789,0.10833333333333334,0.8916666666666667,periodic,42,1,20,4.0
0.16666666666666666,0.582665767100579,0.4173342328994211,3.1846802417353506,0.10833333333333334,0.8916666666666667,periodic,43,1,20,4.0
0.16666666666666666,0.5849815098974707,0.4150184901025292,3.21986281762062,0.10833333333333334,0.8916666666666667,periodic,44,1,20,4.0
0.16666666666666666,0.5889532381070348,0.4110467618929652,3.1994152862667646,0.125,0.875,periodic,42,1,20,6.0
0.16666666666666666,0.5828615753421881,0.417138424657812,3.205196152144312,0.11666666666666667,0.8833333333333333,periodic,43,1,20,6.0
0.16666666666666666,0.5859984062028964,0.4140015937971035,3.2338924159270097,0.11666666666666667,0.8833333333333333,periodic,44,1,20,6.0
0.16666666666666666,0.5890816425523973,0.4109183574476028,3.1723266297476287,0.13333333333333333,0.8666666666666667,periodic,42,1,20,8.0
0.16666666666666666,0.5829874176696402,0.41701258233035987,3.1753691881509627,0.125,0.875,periodic,43,1,20,8.0
0.16666666666666666,0.5864615706048842,0.41353842939511565,3.2130061324379984,0.13333333333333333,0.8666666666666667,periodic,44,1,20,8.0
0.3333333333333333,0.6737404371047051,0.32625956289529495,3.4467666170611446,0.09166666666666666,0.9083333333333333,periodic,42,1,40,0.0
0.3333333333333333,0.6716587057396759,0.32834129426032405,3.410317793588711,0.09166666666666666,0.9083333333333333,periodic,43,1,40,0.0
0.3333333333333333,0.6713793693019849,0.328620630698015,3.494289058094509,0.09166666666666666,0.9083333333333333,periodic,44,1,40,0.0
0.3333333333333333,0.6739545068357821,0.32604549316421794,3.122355088941818,0.1,0.9,periodic,42,1,40,2.0
0.3333333333333333,0.6718783297680535,0.3281216702319466,3.1166310950425884,0.1,0.9,periodic,43,1,40,2.0
0.3333333333333333,0.6713914449362046,0.32860855506379544,3.1598550676059753,0.1,0.9,periodic,44,1,40,2.0
0.3333333333333333,0.675146555763589,0.3248534442364111,3.1910048156050164,0.10833333333333334,0.8916666666666667,periodic,42,1,40,4.0
0.3333333333333333,0.6721514381191226,0.32784856188087735,3.183994509795116,0.10833333333333334,0.8916666666666667,periodic,43,1,40,4.0
0.3333333333333333,0.672105928480571,0.32789407151942895,3.2179810222454326,0.10833333333333334,0.8916666666666667,periodic,44,1,40,4.0
0.3333333333333333,0.6756123041870907,0.32438769581290927,3.1996102076843753,0.125,0.875,periodic,42,1,40,6.0
0.3333333333333333,0.6723900004805271,0.3276099995194729,3.204869413655432,0.11666666666666667,0.8833333333333333,periodic,43,1,40,6.0
0.3333333333333333,0.6725020529674843,0.32749794703251567,3.233131766507356,0.11666666666666667,0.8833333333333333,periodic,44,1,40,6.0
0.3333333333333333,0.6756123041870907,0.32438769581290927,3.1723266297476287,0.13333333333333333,0.8666666666666667,periodic,42,1,40,8.0
0.3333333333333333,0.6723900004805271,0.3276099995194729,3.1753691881509627,0.125,0.875,periodic,43,1,40,8.0
0.3333333333333333,0.6725020529674843,0.32749794703251567,3.2130061324379984,0.13333333333333333,0.8666666666666667,periodic,44,1,40,8.0
0.5,0.7688045390744516,0.23119546092554857,3.4467666170611446,0.09166666666666666,0.9083333333333333,periodic,42,1,60,0.0
0.5,0.7668196565258047,0.2331803434741952,3.410317793588711,0.09166666666666666,0.9083333333333333,periodic,43,1,60,0.0
0.5,0.7641964019423333,0.2358035980576667,3.494289058094509,0.09166666666666666,0.9083333333333333,periodic,44,1,60,0.0
0.5,0.7689270787079309,0.23107292129206913,3.126984142455107,0.1,0.9,periodic,42,1,60,2.0
0.5,0.7669423136827819,0.23305768631721815,3.1151910674125487,0.1,0.9,periodic,43,1,60,2.0
0.5,0.7641964318422708,0.23580356815772915,3.176262451983435,0.1,0.9,periodic,44,1,60,2.0
0.5,0.7694752279917624,0.23052477200823757,3.191890503462884,0.10833333333333334,0.8916666666666667,periodic,42,1,60,4.0
0.5,0.7676006654688032,0.2323993345311968,3.183837769474503,0.10833333333333334,0.8916666666666667,periodic,43,1,60,4.0
0.5,0.767455942338176,0.23254405766182393,3.218200057584418,0.10833333333333334,0.8916666666666667,periodic,44,1,60,4.0
0.5,0.7694752279917624,0.23052477200823757,3.1996102076843753,0.125,0.875,periodic,42,1,60,6.0
0.5,0.7676006654688032,0.2323993345311968,3.204869413655432,0.11666666666666667,0.8833333333333333,periodic,43,1,60,6.0
0.5,0.767455942338176,0.23254405766182393,3.233131766507356,0.11666666666666667,0.8833333333333333,periodic,44,1,60,6.0
0.5,0.7694752279917624,0.23052477200823757,3.1723266297476287,0.13333333333333333,0.8666666666666667,periodic,42,1,60,8.0
0.5,0.7676006654688032,0.2323993345311968,3.1753691881509627,0.125,0.875,periodic,43,1,60,8.0
0.5,0.767455942338176,0.23254405766182393,3.2130061324379984,0.13333333333333333,0.8666666666666667,periodic,44,1,60,8.0
0.6666666666666666,0.85829849643621,0.14170150356379013,3.4467666170611446,0.09166666666666666,0.9083333333333333,periodic,42,1,80,0.0
0.6666666666666666,0.8575708607345693,0.14242913926543074,3.410317793588711,0.09166666666666666,0.9083333333333333,periodic,43,1,80,0.0
0.6666666666666666,0.8574106957030815,0.14258930429691857,3.494289058094509,0.09166666666666666,0.9083333333333333,periodic,44,1,80,0.0
0.6666666666666666,0.8583422256376103,0.14165777436238974,3.1282681640887584,0.1,0.9,periodic,42,1,80,2.0
0.6666666666666666,0.8576475417547093,0.14235245824529077,3.1157308302720774,0.1,0.9,periodic,43,1,80,2.0
0.6666666666666666,0.8574252330790718,0.1425747669209283,3.171505464100386,0.1,0.9,periodic,44,1,80,2.0
0.6666666666666666,0.8588688145440141,0.14113118545598594,3.191890503462884,0.10833333333333334,0.8916666666666667,periodic,42,1,80,4.0
0.6666666666666666,0.8579909196307186,0.14200908036928156,3.183837769474503,0.10833333333333334,0.8916666666666667,periodic,43,1,80,4.0
0.6666666666666666,0.857927386091524,0.14207261390847595,3.218200057584418,0.10833333333333334,0.8916666666666667,periodic,44,1,80,4.0
0.6666666666666666,0.8588688145440141,0.14113118545598594,3.1996102076843753,0.125,0.875,periodic,42,1,80,6.0
0.6666666666666666,0.8579909196307186,0.14200908036928156,3.204869413655432,0.11666666666666667,0.8833333333333333,periodic,43,1,80,6.0
0.6666666666666666,0.857927386091524,0.14207261390847595,3.233131766507356,0.11666666666666667,0.8833333333333333,periodic,44,1,80,6.0
0.6666666666666666,0.8588688145440141,0.14113118545598594,3.1723266297476287,0.13333333333333333,0.8666666666666667,periodic,42,1,80,8.0
0.6666666666666666,0.8579909196307186,0.14200908036928156,3.1753691881509627,0.125,0.875,periodic,43,1,80,8.0
0.6666666666666666,0.857927386091524,0.14207261390847595,3.2130061324379984,0.13333333333333333,0.8666666666666667,periodic,44,1,80,8.0
0.16666666666666666,0.6654917008534214,0.3345082991465785,3.4467666170611446,0.09166666666666666,0.9083333333333333,periodic,42,2,20,0.0
0.16666666666666666,0.6621348981454365,0.3378651018545636,3.410317793588711,0.09166666666666666,0.9083333333333333,periodic,43,2,20,0.0
0.16666666666666666,0.6635659887095499,0.33643401129045014,3.494289058094509,0.09166666666666666,0.9083333333333333,periodic,44,2,20,0.0
0.16666666666666666,0.6656728530113628,0.33432714698863725,3.1229393984147644,0.1,0.9,periodic,42,2,20,2.0
0.16666666666666666,0.662540265612168,0.3374597343878322,3.112806042960321,0.1,0.9,periodic,43,2,20,2.0
0.16666666666666666,0.6635760380892248,0.33642396191077517,3.161752753520946,0.1,0.9,periodic,44,2,20,2.0
0.16666666666666666,0.6665350272709266,0.3334649727290735,3.1910048156050164,0.10833333333333334,0.8916666666666667,periodic,42,2,20,4.0
0.16666666666666666,0.6634088087294938,0.33659119127050624,3.1836682951956092,0.10833333333333334,0.8916666666666667,periodic,43,2,20,4.0
0.16666666666666666,0.6640538441821041,0.33594615581789594,3.2183402819398896,0.10833333333333334,0.8916666666666667,periodic,44,2,20,4.0
0.16666666666666666,0.66686953787252,0.33313046212748,3.1996102076843753,0.125,0.875,periodic,42,2,20,6.0
0.16666666666666666,0.6634729420023565,0.33652705799764354,3.204869413655432,0.11666666666666667,0.8833333333333333,periodic,43,2,20,6.0
0.16666666666666666,0.6643756523334254,0.33562434766657473,3.233131766507356,0.11666666666666667,0.8833333333333333,periodic,44,2,20,6.0
0.16666666666666666,0.6668853961467583,0.3331146038532417,3.1723266297476287,0.13333333333333333,0.8666666666666667,periodic,42,2,20,8.0
0.16666666666666666,0.6635239927449366,0.33647600725506344,3.1753691881509627,0.125,0.875,periodic,43,2,20,8.0
0.16666666666666666,0.6644365098004807,0.33556349019951914,3.2130061324379984,0.13333333333333333,0.8666666666666667,periodic,44,2,20,8.0
0.3333333333333333,0.8458398614307996,0.1541601385692005,3.4467666170611446,0.09166666666666666,0.9083333333333333,periodic,42,2,40,0.0
0.3333333333333333,0.8433579778385542,0.15664202216144577,3.410317793588711,0.09166666666666666,0.9083333333333333,periodic,43,2,40,0.0
0.3333333333333333,0.8446880573626945,0.15531194263730558,3.494289058094509,0.09166666666666666,0.9083333333333333,periodic,44,2,40,0.0
0.3333333333333333,0.8459151767171613,0.15408482328283876,3.1279246777838625,0.1,0.9,periodic,42,2,40,2.0
0.3333333333333333,0.8434568287181743,0.15654317128182574,3.1151800295551704,0.1,0.9,periodic,43,2,40,2.0
0.3333333333333333,0.8447012460283422,0.15529875397165785,3.171681083805125,0.1,0.9,periodic,44,2,40,2.0
0.3333333333333333,0.8464320567556797,0.1535679432443204,3.191890503462884,0.10833333333333334,0.8916666666666667,periodic,42,2,40,4.0
0.3333333333333333,0.8440248309665428,0.15597516903345715,3.183837769474503,0.10833333333333334,0.8916666666666667,periodic,43,2,40,4.0
0.3333333333333333,0.8454114249629489,0.15458857503705115,3.218200057584418,0.10833333333333334,0.8916666666666667,periodic,44,2,40,4.0
0.3333333333333333,0.8464835614192897,0.15351643858071023,3.1996102076843753,0.125,0.875,periodic,42,2,40,6.0
0.3333333333333333,0.8441170833053953,0.1558829166946048,3.204869413655432,0.11666666666666667,0.8833333333333333,periodic,43,2,40,6.0
0.3333333333333333,0.8454559627159615,0.15454403728403854,3.233131766507356,0.11666666666666667,0.8833333333333333,periodic,44,2,40,6.0
0.3333333333333333,0.8464994196935282,0.15350058030647196,3.1723266297476287,0.13333333333333333,0.8666666666666667,periodic,42,2,40,8.0
0.3333333333333333,0.8441681340479753,0.15583186595202472,3.1753691881509627,0.125,0.875,periodic,43,2,40,8.0
0.3333333333333333,0.8455168201830169,0.15448317981698304,3.2130061324379984,0.13333333333333333,0.8666666666666667,periodic,44,2,40,8.0
0.5,0.9722876463030211,0.027712353696978956,3.4467666170611446,0.09166666666666666,0.9083333333333333,periodic,42,2,60,0.0
0.5,0.9721672571634448,0.027832742836555163,3.410317793588711,0.09166666666666666,0.9083333333333333,periodic,43,2,60,0.0
0.5,0.9721749289932212,0.02782507100677883,3.494289058094509,0.09166666666666666,0.9083333333333333,periodic,44,2,60,0.0
0.5,0.9723023907906375,0.027697609209362487,3.1273131047255758,0.1,0.9,periodic,42,2,60,2.0
0.5,0.9722374260431355,0.027762573956864444,3.116414461494978,0.1,0.9,periodic,43,2,60,2.0
