slot,sync,sync_reason,sync_cost,total_sync_cost,remaining_budget,move_uav1,move_uav2,p_s,p_j,uav1_x,uav1_y,uav2_x,uav2_y,eve_true_x,eve_true_y,eve_est_x,eve_est_y,eve_error,aoi,sigma,twin_quality,twin_badness,pred_r_sec,true_r_sec,r_b,r_e,outage,success,served_user_idx,movement_cost,power_cost
0,0,aoi_thr=5,0.0,0.0,26,left,left,1.0,0.4,170.0,260.0,310.0,260.0,234.512173913026,246.5716135977482,233.5,246.5,1.0147041625975597,1,4.9,0.9606169156341555,0.039383084365844506,0.8462042827471075,0.8665094922602938,2.6334582192588374,1.7669487269985436,1,0,0,20.0,1.4
1,0,aoi_thr=5,0.0,0.0,26,left,left,1.0,0.4,160.0,260.0,300.0,260.0,230.24090085746087,245.86713727399794,229.0,245.0,1.5138566609833661,2,6.2,0.9367938225127874,0.06320617748721258,0.9984736771248308,1.0225034526764063,2.6756258165724307,1.6531223638960244,1,0,0,20.0,1.4
2,0,aoi_thr=5,0.0,0.0,26,left,left,1.0,0.4,150.0,260.0,290.0,260.0,226.31787161249844,244.77240683130933,224.5,243.5,2.2189358584443815,3,7.5,0.9125073943185001,0.08749260568149986,1.1400144096900073,1.1741807569666705,2.7106329196944636,1.5364521627277932,1,0,0,20.0,1.4
3,0,aoi_thr=5,0.0,0.0,26,left,left,1.0,0.4,140.0,260.0,280.0,260.0,221.55245220389392,242.55919534572143,220.0,242.0,1.6500931125398977,4,8.8,0.8910872904967853,0.10891270950321477,1.2689697581154586,1.2969943218956037,2.737598441256549,1.4406041193609451,1,0,0,20.0,1.4
4,0,aoi_thr=5,0.0,0.0,26,left,left,1.0,0.4,130.0,260.0,270.0,260.0,217.3157704312292,240.70082368903724,215.5,240.5,1.82684219707253,5,10.100000000000001,0.8679896050565867,0.1320103949434132,1.3837414087888833,1.4146626955100063,2.755739249429572,1.3410765539195655,1,0,0,20.0,1.4
5,1,aoi_thr=5,1.0,1.0,25,left,left,1.0,0.4,120.0,260.0,260.0,260.0,213.39483483707855,239.3487018026728,213.39483483707855,239.3487018026728,0.0,0,3.6,0.9856,0.014400000000000003,1.521234923342831,1.521234923342831,2.76441675967259,1.2431818363297589,1,0,0,20.0,1.4
6,0,aoi_thr=5,0.0,1.0,25,down,left,1.0,0.4,120.0,250.0,250.0,260.0,208.37312879091436,238.03610948666162,208.89483483707855,237.8487018026728,0.5543454145407175,1,4.9,0.9616527228172834,0.03834727718271662,1.6118897514672703,1.6041678691222907,2.8832170944016915,1.2790492252794008,1,0,0,20.0,1.4
7,0,aoi_thr=5,0.0,1.0,25,down,left,1.0,0.4,120.0,240.0,240.0,260.0,204.36955512327748,236.66037356805856,204.39483483707855,236.3487018026728,0.3126953041997033,2,6.2,0.9394964355655506,0.06050356443444933,1.7088556090949985,1.7094393103630778,3.005371934619121,1.2959326242560432,1,0,0,20.0,1.4
8,0,aoi_thr=5,0.0,1.0,25,down,left,1.0,0.4,120.0,230.0,230.0,260.0,199.32175675471453,235.34400386782974,199.89483483707855,234.8487018026728,0.7574580016309559,3,7.5,0.9157957194963303,0.08420428050366965,1.812558925486258,1.8065343378236212,3.1302663372590467,1.3237319994354255,1,0,0,20.0,1.4
9,0,aoi_thr=5,0.0,1.0,25,down,left,1.0,0.4,120.0,220.0,220.0,260.0,195.07165794801944,234.42100503101324,195.39483483707855,233.3487018026728,1.1199453179201504,4,8.8,0.8922801230346796,0.10771987696532034,1.9231293979470212,1.9251186044303037,3.257016826761176,1.3318982223308724,1,0,0,20.0,1.4
10,0,aoi_thr=5,0.0,1.0,25,down,stay,1.0,0.4,120.0,210.0,220.0,260.0,191.07708204388086,232.28522477193587,190.89483483707855,231.8487018026728,0.47303947729708823,5,10.100000000000001,0.8710356611760816,0.12896433882391845,2.0204447560539665,2.0261626842589684,3.403079870673017,1.3769171864140488,1,0,0,10.0,1.4
11,1,aoi_thr=5,1.0,2.0,24,down,left,1.0,0.4,120.0,200.0,210.0,260.0,186.2286420945388,231.2092239615032,186.2286420945388,231.2092239615032,0.0,0,3.6,0.9856,0.014400000000000003,2.1571307897512666,2.1571307897512666,3.529750373402052,1.3726195836507855,1,0,0,20.0,1.4
12,0,aoi_thr=5,0.0,2.0,24,down,stay,1.0,0.4,120.0,190.0,210.0,260.0,180.5402670730798,230.25328412919086,181.7286420945388,229.7092239615032,1.3069952783740244,1,4.9,0.9599592606236584,0.04004073937634156,2.2757124275378633,2.266048984918032,3.672124910072376,1.4060759251543435,1,0,0,10.0,1.4
13,0,aoi_thr=5,0.0,2.0,24,down,left,1.0,0.4,120.0,180.0,200.0,260.0,175.4526521512453,228.45804117847175,177.2286420945388,228.2092239615032,1.7933349620580108,2,6.2,0.9361649963353695,0.06383500366463052,2.4214385276839567,2.404472479646429,3.7891002579492463,1.3846277783028174,1,0,0,20.0,1.4
14,0,aoi_thr=5,0.0,2.0,24,down,stay,1.0,0.4,120.0,170.0,200.0,260.0,171.96299010521972,226.9129031569929,172.7286420945388,226.7092239615032,0.7922803692024711,3,7.5,0.9157173691692945,0.08428263083070556,2.548261853348859,2.542425439692289,3.9154608193373193,1.3730353796450303,1,0,0,10.0,1.4
15,0,aoi_thr=5,0.0,2.0,24,down,left,1.0,0.4,120.0,160.0,190.0,260.0,167.25167470366304,225.60989232921696,168.2286420945388,225.2092239615032,1.0559358047348308,4,8.8,0.8924241444393466,0.10757585556065336,2.6898827624443724,2.686228442207372,4.008388125254626,1.3221596830472546,1,0,0,20.0,1.4
16,0,aoi_thr=5,0.0,2.0,24,down,stay,1.0,0.4,120.0,150.0,190.0,260.0,162.68591327332052,223.67175601452092,163.7286420945388,223.7092239615032,1.0434017642549402,5,10.100000000000001,0.8697523460304264,0.13024765396957363,2.804287369173771,2.7945572183169487,4.10210707087572,1.307549852558771,1,0,0,10.0,1.4
17,1,aoi_thr=5,1.0,3.0,23,down,stay,1.0,0.4,120.0,140.0,190.0,260.0,158.36081355507935,223.66753689827198,158.36081355507935,223.66753689827198,0.0,0,3.6,0.9856,0.014400000000000003,2.914090830061777,2.914090830061777,4.1729256047390395,1.2588347746772626,1,0,0,10.0,1.4
