slot,sync,sync_reason,sync_cost,total_sync_cost,remaining_budget,move_uav1,move_uav2,p_s,p_j,uav1_x,uav1_y,uav2_x,uav2_y,eve_true_x,eve_true_y,eve_est_x,eve_est_y,eve_error,aoi,sigma,twin_quality,twin_badness,pred_r_sec,true_r_sec,r_b,r_e,outage,success,served_user_idx,movement_cost,power_cost
0,0,aoi_thr=5,0.0,0.0,26,left,left,1.0,0.4,170.0,260.0,310.0,260.0,233.67096065467024,246.9747248240552,233.5,246.5,0.5045703162290711,1,4.9,0.9617647167884846,0.03823528321151541,0.8462042827471075,0.8493939819188872,2.6334582192588374,1.7840642373399502,1,0,0,20.0,1.4
1,0,aoi_thr=5,0.0,0.0,26,left,left,1.0,0.4,160.0,260.0,300.0,260.0,228.7610900877238,244.83865363786745,229.0,245.0,0.28828908192511976,2,6.2,0.9395513495656684,0.06044865043433152,0.9984736771248308,0.993840429674872,2.6756258165724307,1.6817853868975587,1,0,0,20.0,1.4
2,0,aoi_thr=5,0.0,0.0,26,left,left,1.0,0.4,150.0,260.0,290.0,260.0,222.86680333993885,244.0187897252578,224.5,243.5,1.7136143409378708,3,7.5,0.9136443677328898,0.08635563226711021,1.1400144096900073,1.1087982962701013,2.7106329196944636,1.6018346234243623,1,0,0,20.0,1.4
3,0,aoi_thr=5,0.0,0.0,26,left,left,1.0,0.4,140.0,260.0,280.0,260.0,218.37846345034208,242.66280166672058,220.0,242.0,1.7517667742265488,4,8.8,0.8908585247579903,0.10914147524200973,1.2689697581154586,1.2394324449952887,2.737598441256549,1.4981659962612601,1,0,0,20.0,1.4
4,0,aoi_thr=5,0.0,0.0,26,left,left,1.0,0.4,130.0,260.0,270.0,260.0,213.32994703678816,242.02135028722074,215.5,240.5,2.65021443652606,5,10.100000000000001,0.8661370175178164,0.13386298248218365,1.3837414087888833,1.3465417839880764,2.755739249429572,1.4091974654414954,1,0,0,20.0,1.4
5,1,aoi_thr=5,1.0,1.0,25,left,left,1.0,0.4,120.0,260.0,260.0,260.0,209.49018744116276,240.43607357017936,209.49018744116276,240.43607357017936,0.0,0,3.6,0.9856,0.014400000000000003,1.459354699909255,1.459354699909255,2.76441675967259,1.305062059763335,1,0,0,20.0,1.4
6,0,aoi_thr=5,0.0,1.0,25,down,left,1.0,0.4,120.0,250.0,250.0,260.0,204.60108302063117,238.68638960133836,204.99018744116276,238.93607357017936,0.46232492294210215,1,4.9,0.9618597689233803,0.038140231076619735,1.5521247989767863,1.5453827207582613,2.8832170944016915,1.3378343736434302,1,0,0,20.0,1.4
7,0,aoi_thr=5,0.0,1.0,25,down,left,1.0,0.4,120.0,240.0,240.0,260.0,199.5420451409339,237.20498450580675,200.49018744116276,237.43607357017936,0.9758975239008796,2,6.2,0.9380042305712231,0.06199576942877698,1.652210445907868,1.6364966172922215,3.005371934619121,1.3688753173268995,1,0,0,20.0,1.4
8,0,aoi_thr=5,0.0,1.0,25,down,left,1.0,0.4,120.0,230.0,230.0,260.0,194.61072773714352,236.1148642701862,195.99018744116276,235.93607357017936,1.390997911364996,3,7.5,0.9143702546994288,0.08562974530057124,1.7600904432595572,1.739967061223566,3.1302663372590467,1.3902992760354806,1,0,0,20.0,1.4
9,0,aoi_thr=5,0.0,1.0,25,down,left,1.0,0.4,120.0,220.0,220.0,260.0,189.8590997348824,234.36709432542864,191.49018744116276,234.43607357017936,1.6325456323745848,4,8.8,0.8911267723271572,0.1088732276728428,1.8758847911328065,1.8522490410963388,3.257016826761176,1.4047677856648373,1,0,0,20.0,1.4
10,0,aoi_thr=5,0.0,1.0,25,down,left,1.0,0.4,120.0,210.0,210.0,260.0,186.43517683782378,232.3590906596422,186.99018744116276,232.93607357017936,0.8005910621975781,5,10.100000000000001,0.8702986701100555,0.12970132988994457,1.9991570466390134,1.9876005685282851,3.3843964220843032,1.396795853556018,1,0,0,20.0,1.4
11,1,aoi_thr=5,1.0,2.0,24,down,stay,1.0,0.4,120.0,200.0,210.0,260.0,180.83763571626196,231.1154412943274,180.83763571626196,231.1154412943274,0.0,0,3.6,0.9856,0.014400000000000003,2.0862405596962708,2.0862405596962708,3.529750373402052,1.4435098137057811,1,0,0,10.0,1.4
12,0,aoi_thr=5,0.0,2.0,24,down,left,1.0,0.4,120.0,190.0,200.0,260.0,174.8831277582754,229.80050633940542,176.33763571626196,229.6154412943274,1.466234111851149,1,4.9,0.9596009732483349,0.04039902675166508,2.2309615402794893,2.2156569007502798,3.652956310456751,1.4372994097064713,1,0,0,20.0,1.4
13,0,aoi_thr=5,0.0,2.0,24,down,stay,1.0,0.4,120.0,180.0,200.0,260.0,171.07033185760025,228.3495868609333,171.83763571626196,228.1154412943274,0.8022339795086811,2,6.2,0.9383949735461055,0.06160502645389453,2.359123297572766,2.3529095075015865,3.7891002579492463,1.4361907504476599,1,0,0,10.0,1.4
14,0,aoi_thr=5,0.0,2.0,24,down,left,1.0,0.4,120.0,170.0,190.0,260.0,166.57682440960758,225.4141603143586,167.33763571626196,226.6154412943274,1.4219387599921236,3,7.5,0.9143006377900177,0.08569936220998228,2.5106351316235354,2.487631601278345,3.8961546339375923,1.4085230326592477,1,0,0,20.0,1.4
15,0,aoi_thr=5,0.0,2.0,24,down,stay,1.0,0.4,120.0,160.0,190.0,260.0,162.46553698949873,224.19156511143123,162.83763571626196,225.1154412943274,0.9959943091110662,4,8.8,0.8925590128045001,0.10744098719549988,2.638365303698023,2.6222261685718355,4.008388125254626,1.3861619566827907,1,0,0,10.0,1.4
16,0,aoi_thr=5,0.0,2.0,24,down,left,1.0,0.4,120.0,150.0,180.0,260.0,157.14513855863657,224.03078463450356,158.33763571626196,223.6154412943274,1.2627587105909417,5,10.100000000000001,0.8692587929011704,0.13074120709882964,2.7747834664074214,2.7713763480508526,4.083075056050697,1.3116987079998448,1,0,0,20.0,1.4
17,1,aoi_thr=5,1.0,3.0,23,down,stay,1.0,0.4,120.0,140.0,180.0,260.0,151.7883272181184,221.35528138130155,151.7883272181184,221.35528138130155,0.0,0,3.6,0.9856,0.014400000000000003,2.851666901757259,2.851666901757259,4.153836846504542,1.302169944747283,1,0,0,10.0,1.4
18,0,aoi_thr=5,0.0,3.0,23,down,stay,1.0,0.4,120.0,130.0,180.0,260.0,146.02058677918095,219.8734610164263,147.2883272181184,219.85528138130155,1.2678707819216544,1,4.9,0.9600472907406763,0.03995270925932372,2.932426102145752,2.923495404941258,4.197989199652546,1.274493794711288,1,0,0,10.0,1.4
19,0,aoi_thr=5,0.0,3.0,23,down,left,1.0,0.4,120.0,120.0,170.0,260.0,141.7570966542839,218.68214275408053,142.7883272181184,218.35528138130155,1.0817924166869424,2,6.2,0.9377659670624544,0.06223403293754562,3.0098710202357033,3.008737664977639,4.1946997465444005,1.1859620815667615,1,0,0,20.0,1.4
20,0,aoi_thr=5,0.0,3.0,23,down,stay,1.0,0.4,120.0,110.0,170.0,260.0,137.02094466953307,216.61327023865542,138.2883272181184,216.85528138130155,1.2902821077669695,3,7.5,0.9145968652575243,0.08540313474247568,3.0380245888795554,3.0275880637330577,4.179694621733475,1.152106558000417,1,0,0,10.0,1.4
