slot,sync,sync_reason,sync_cost,total_sync_cost,remaining_budget,move_uav1,move_uav2,p_s,p_j,uav1_x,uav1_y,uav2_x,uav2_y,eve_true_x,eve_true_y,eve_est_x,eve_est_y,eve_error,aoi,sigma,twin_quality,twin_badness,pred_r_sec,true_r_sec,r_b,r_e,outage,success,served_user_idx,movement_cost,power_cost
0,1,periodic_k=1,1.0,1.0,19,left,left,1.0,0.4,170.0,260.0,310.0,260.0,234.21330195582811,247.27201112563165,234.21330195582811,247.27201112563165,0.0,0,3.6,0.9856,0.014400000000000003,0.8601600136409293,0.8601600136409293,2.6334582192588374,1.773298205617908,1,0,0,20.0,1.4
1,1,periodic_k=1,1.0,2.0,18,left,left,1.0,0.4,160.0,260.0,300.0,260.0,230.73861779289263,247.9304064271055,230.73861779289263,247.9304064271055,0.0,0,3.6,0.9856,0.014400000000000003,1.0317156820415196,1.0317156820415196,2.6756258165724307,1.643910134530911,1,0,0,20.0,1.4
2,1,periodic_k=1,1.0,3.0,17,left,left,1.0,0.4,150.0,260.0,290.0,260.0,225.37289316083493,247.01888077230188,225.37289316083493,247.01888077230188,0.0,0,3.6,0.9856,0.014400000000000003,1.1562143225848498,1.1562143225848498,2.7106329196944636,1.5544185971096138,1,0,0,20.0,1.4
3,1,periodic_k=1,1.0,4.0,16,left,left,1.0,0.4,140.0,260.0,280.0,260.0,221.46238144305204,246.7975109576614,221.46238144305204,246.7975109576614,0.0,0,3.6,0.9856,0.014400000000000003,1.296034314238596,1.296034314238596,2.737598441256549,1.441564127017953,1,0,0,20.0,1.4
4,1,periodic_k=1,1.0,5.0,15,left,left,1.0,0.4,130.0,260.0,270.0,260.0,217.45062063279903,246.2003802083599,217.45062063279903,246.2003802083599,0.0,0,3.6,0.9856,0.014400000000000003,1.4190785316308665,1.4190785316308665,2.755739249429572,1.3366607177987053,1,0,0,20.0,1.4
5,1,periodic_k=1,1.0,6.0,14,down,left,1.0,0.4,130.0,250.0,260.0,260.0,214.066199215203,246.74483456316014,214.066199215203,246.74483456316014,0.0,0,3.6,0.9856,0.014400000000000003,1.5393800723183135,1.5393800723183135,2.872859715615277,1.3334796432969633,1,0,0,20.0,1.4
6,1,periodic_k=1,1.0,7.0,13,down,left,1.0,0.4,130.0,240.0,250.0,260.0,210.11242070349584,247.53390340803776,210.11242070349584,247.53390340803776,0.0,0,3.6,0.9856,0.014400000000000003,1.6635119723297893,1.6635119723297893,2.9929697198828715,1.3294577475530822,1,0,0,20.0,1.4
7,1,periodic_k=1,1.0,8.0,12,down,left,1.0,0.4,130.0,230.0,240.0,260.0,206.43967724307228,246.9323986840195,206.43967724307228,246.9323986840195,0.0,0,3.6,0.9856,0.014400000000000003,1.799629322023315,1.799629322023315,3.115393523095035,1.3157642010717199,1,0,0,20.0,1.4
8,1,periodic_k=1,1.0,9.0,11,down,left,1.0,0.4,130.0,220.0,230.0,260.0,202.69780279193003,246.2611808634392,202.69780279193003,246.2611808634392,0.0,0,3.6,0.9856,0.014400000000000003,1.9428779314885785,1.9428779314885785,3.23918815155151,1.2963102200629315,1,0,0,20.0,1.4
9,1,periodic_k=1,1.0,10.0,10,down,left,1.0,0.4,130.0,210.0,220.0,260.0,199.31271800284512,246.22623272574882,199.31271800284512,246.22623272574882,0.0,0,3.6,0.9856,0.014400000000000003,2.1012425012614466,2.1012425012614466,3.363075674446636,1.2618331731851897,1,0,0,20.0,1.4
10,1,periodic_k=1,1.0,11.0,9,down,stay,1.0,0.4,130.0,200.0,220.0,260.0,195.18331434836344,245.74958204466606,195.18331434836344,245.74958204466606,0.0,0,3.6,0.9856,0.014400000000000003,2.239384411147687,2.239384411147687,3.504187749842696,1.2648033386950088,1,0,0,10.0,1.4
11,1,periodic_k=1,1.0,12.0,8,down,stay,1.0,0.4,130.0,190.0,220.0,260.0,192.03909328543526,245.6414114072179,192.03909328543526,245.6414114072179,0.0,0,3.6,0.9856,0.014400000000000003,2.398659647555692,2.398659647555692,3.642013584848328,1.2433539372926359,1,0,0,10.0,1.4
12,1,periodic_k=1,1.0,13.0,7,down,left,1.0,0.4,130.0,180.0,210.0,260.0,187.73926380992108,245.39491792187613,187.73926380992108,245.39491792187613,0.0,0,3.6,0.9856,0.014400000000000003,2.569334266434147,2.569334266434147,3.754431233882316,1.1850969674481686,1,0,0,20.0,1.4
13,1,periodic_k=1,1.0,14.0,6,down,stay,1.0,0.4,130.0,170.0,210.0,260.0,184.11188023980844,245.650728766931,184.11188023980844,245.650728766931,0.0,0,3.6,0.9856,0.014400000000000003,2.730858754927797,2.730858754927797,3.87602232838703,1.145163573459233,1,0,0,10.0,1.4
