method,avg_sync_cost_mean,avg_sync_cost_std,avg_twin_quality_mean,avg_twin_quality_std,avg_twin_badness_mean,avg_twin_badness_std,avg_secrecy_rate_mean,avg_secrecy_rate_std,outage_prob_mean,outage_prob_std,success_prob_mean,success_prob_std
aoi_only,0.16666666666666666,0.0,0.9278255018703022,0.0003808661116840957,0.0721744981296977,0.00038086611168413345,2.8795862409576087,0.0037442302211415255,0.10277777777777779,0.004811252243246881,0.8972222222222223,0.004811252243246865
decoupled,0.11666666666666665,0.0,0.8953807004907007,0.0004250246980735942,0.10461929950929931,0.00042502469807355055,2.8814902558046036,0.0027859713144525442,0.10000000000000002,0.0,0.9,0.0
full,0.21666666666666667,0.0,0.6162039088372291,0.0018174233223573367,0.3837960911627709,0.0018174233223573473,2.872697128536681,0.006990857448252468,0.10277777777777779,0.004811252243246881,0.8972222222222223,0.004811252243246865
periodic,0.11666666666666665,0.0,0.8953807004907007,0.0004250246980735942,0.10461929950929931,0.00042502469807355055,2.8814902558046036,0.0027859713144525442,0.10000000000000002,0.0,0.9,0.0
security_margin,0.21666666666666667,0.0,0.847454928819177,0.006829656830822039,0.15254507118082306,0.006829656830822008,2.8815068800179393,0.002791681963409892,0.10277777777777779,0.004811252243246881,0.8972222222222223,0.004811252243246865
security_risk,0.05833333333333333,0.0,0.8092630115719426,0.0009498932812936893,0.19073698842805742,0.000949893281293679,2.8813749771829187,0.0013507108200539668,0.10000000000000002,0.0,0.9,0.0
