avg_sync_cost,avg_sync_bandwidth,sync_request_rate,avg_sync_applied,avg_pending_syncs,avg_twin_quality,avg_twin_badness,avg_secrecy_rate,avg_realized_loss,avg_margin_gap,avg_cert_slack,certified_safe_rate,certificate_violation_prob,certificate_cover_rate,prediction_violation_prob,outage_prob,success_prob,method,seed,runtime_sec,runtime_per_slot_ms,scenario,config_path
0.15714285714285714,0.15714285714285714,0.15714285714285714,0.15,0.15714285714285714,0.7835765103389637,0.21642348966103625,1.3102541684740214,0.47810750515073597,0.4684286358658587,-2.6058123949494987,0.007142857142857143,0.9928571428571429,1.0,0.7857142857142857,0.95,0.05,periodic,62,26.551588995000202,189.6542071071443,paper_hard_holdoutfit,results/scheme_c_holdout_2026-04-23_fixrollout/configs/paper_hard_holdoutfit.yaml
0.04023762987444781,0.04023762987444781,0.12857142857142856,0.12142857142857143,0.12857142857142856,0.7211682794154931,0.278831720584507,1.2509733249178143,0.49057812024517977,0.48884293509157917,-2.8823081412253275,0.0,1.0,1.0,0.9285714285714286,0.95,0.05,security_risk,62,26.02725749399997,185.90898209999978,paper_hard_holdoutfit,results/scheme_c_holdout_2026-04-23_fixrollout/configs/paper_hard_holdoutfit.yaml
0.15714285714285714,0.15714285714285714,0.17142857142857143,0.16428571428571428,0.17142857142857143,0.29481836238759485,0.7051816376124052,0.45706745453390624,1.5908843150805931,1.5748865268114947,-15.323956720170067,0.014285714285714285,0.9857142857142858,0.8857142857142857,0.9642857142857143,0.9642857142857143,0.03571428571428571,security_margin,62,26.436887202000435,188.8349085857174,paper_hard_holdoutfit,results/scheme_c_holdout_2026-04-23_fixrollout/configs/paper_hard_holdoutfit.yaml
0.15714285714285714,0.15714285714285714,0.6285714285714286,0.5928571428571429,0.6285714285714286,0.6533333054308677,0.3466666945691324,1.0366443635833,1.1387408233270917,1.13793853682356,-3.3067324266297113,0.05,0.95,0.42857142857142855,0.9785714285714285,0.9785714285714285,0.02142857142857143,rollout_joint,62,353.12497522800004,2522.3212516285716,paper_hard_holdoutfit,results/scheme_c_holdout_2026-04-23_fixrollout/configs/paper_hard_holdoutfit.yaml
0.15714285714285714,0.15714285714285714,0.6285714285714286,0.5642857142857143,0.6285714285714286,0.9149222723138101,0.08507772768618993,1.382757700490595,0.28610383128406597,0.2860345474279251,-1.4684096575462708,0.02142857142857143,0.9785714285714285,0.6571428571428571,0.9785714285714285,0.9642857142857143,0.03571428571428571,risk_adaptive_hybrid_rollout,62,365.999795746,2614.2842553285714,paper_hard_holdoutfit,results/scheme_c_holdout_2026-04-23_fixrollout/configs/paper_hard_holdoutfit.yaml
0.15714285714285714,0.15714285714285714,0.15714285714285714,0.15714285714285714,0.15714285714285714,0.7926711421653713,0.20732885783462876,1.349039499246216,0.42305287682125897,0.41414302652707397,-2.566262662670639,0.007142857142857143,0.9928571428571429,1.0,0.7285714285714285,0.9285714285714286,0.07142857142857142,periodic,63,26.805795031999878,191.46996451428484,paper_hard_holdoutfit,results/scheme_c_holdout_2026-04-23_fixrollout/configs/paper_hard_holdoutfit.yaml
0.03791176422302799,0.03791176422302799,0.12142857142857143,0.11428571428571428,0.12142857142857143,0.7153781267296893,0.28462187327031074,1.3014662709421088,0.5034982147406626,0.49607910184903503,-2.841256634263488,0.007142857142857143,0.9928571428571429,1.0,0.9,0.9357142857142857,0.06428571428571428,security_risk,63,26.723283995999736,190.88059997142668,paper_hard_holdoutfit,results/scheme_c_holdout_2026-04-23_fixrollout/configs/paper_hard_holdoutfit.yaml
0.15714285714285714,0.15714285714285714,0.16428571428571428,0.14285714285714285,0.16428571428571428,0.3014478177919042,0.6985521822080957,0.5168659483613751,1.5241734448887765,1.5014221092125755,-15.950978815964104,0.014285714285714285,0.9857142857142858,0.9642857142857143,0.9071428571428571,0.95,0.05,security_margin,63,26.67740671000047,190.55290507143192,paper_hard_holdoutfit,results/scheme_c_holdout_2026-04-23_fixrollout/configs/paper_hard_holdoutfit.yaml
0.15714285714285714,0.15714285714285714,0.5928571428571429,0.55,0.5928571428571429,0.649843845530112,0.350156154469888,1.1183738999774846,0.9699611185267876,0.9595401827109354,-3.947789456992867,0.05714285714285714,0.9428571428571428,0.6928571428571428,0.8714285714285714,0.95,0.05,rollout_joint,63,296.1092699810006,2115.0662141500043,paper_hard_holdoutfit,results/scheme_c_holdout_2026-04-23_fixrollout/configs/paper_hard_holdoutfit.yaml
0.15714285714285714,0.15714285714285714,0.6142857142857143,0.5785714285714286,0.6142857142857143,0.9115718992752219,0.08842810072477807,1.373820646666975,0.27770986515538054,0.27493346635714044,-1.553775769100914,0.014285714285714285,0.9857142857142858,0.7285714285714285,0.9,0.95,0.05,risk_adaptive_hybrid_rollout,63,290.6474124240003,2076.052945885717,paper_hard_holdoutfit,results/scheme_c_holdout_2026-04-23_fixrollout/configs/paper_hard_holdoutfit.yaml
0.15714285714285714,0.15714285714285714,0.15714285714285714,0.15,0.15714285714285714,0.7980863469495556,0.20191365305044434,1.3579613656106442,0.33947422552478135,0.3347418568635695,-2.6797723822509703,0.0,1.0,1.0,0.8142857142857143,0.9428571428571428,0.05714285714285714,periodic,64,21.51248796100026,153.660628292859,paper_hard_holdoutfit,results/scheme_c_holdout_2026-04-23_fixrollout/configs/paper_hard_holdoutfit.yaml
