slot,sync,sync_applied,sync_reason,sync_cost,sync_bandwidth,matured_sync_bandwidth,total_sync_cost,remaining_budget,pending_syncs,move_uav1,move_uav2,p_s,p_j,uav1_x,uav1_y,uav2_x,uav2_y,eve_true_x,eve_true_y,eve_est_x,eve_est_y,eve_error,aoi,sigma,twin_quality,twin_badness,pred_r_sec,true_r_sec,pred_margin,pred_error_radius,pred_loss_ub,cert_base_bound,cert_empirical_upper_bound,cert_required_margin,cert_slack,certified_safe,realized_loss,cert_cover,r_b,r_e,outage,success,served_user_idx,movement_cost,power_cost
10,0,1,random_budgeted_skip,0.0,0.0,0.5,0.75,79.25,0,down,down_left,0.65,0.5,182.92893218813452,248.78679656440357,307.0710678118655,234.64466094067262,398.7655234643479,315.08757539337256,397.96314351570294,316.1934622874756,1.3663086783506653,0,1.1096173121942845,0.9924873362249339,0.0075126637750661356,2.0483042891243413,2.05051464448757,1.998393867668666,0.0,0.011096173121942846,0.011096173121942846,0.0,0.09130713485316228,1.9070867328155037,1,0.0,1,2.3463865517286395,0.2958719072410692,0,1,0,20.0,1.15
11,0,0,random_budgeted_skip,0.0,0.0,0.0,0.75,79.25,0,stay,up_right,0.65,0.75,182.92893218813452,248.78679656440357,314.14213562373095,241.7157287525381,397.1736232107893,317.0687103202768,395.13916204845856,317.89724487661215,2.196702467808033,1,1.4953034390496593,0.9715762056912333,0.02842379430876671,2.1194118621705735,2.12213255892305,2.0458972914475773,3.441464541535028,0.03960182163970677,0.03960182163970677,0.0,0.12019549843776524,1.925701793009812,1,0.0,1,2.316778587692787,0.19464602876973705,0,1,0,10.0,1.4
12,1,0,random_budgeted_sync,0.75,0.75,0.0,1.5,78.5,1,stay,left,0.65,1.0,182.92893218813452,248.78679656440357,304.14213562373095,241.7157287525381,395.3484649603584,318.45377137624183,392.3151805812142,319.6010274657487,3.2429940887505375,2,2.1435343252170016,0.9491291259994433,0.05087087400055671,2.082668549513543,2.0858167590361116,1.9973675578048296,6.382399706645806,0.06772974149204486,0.06772974149204486,0.0,0.14868233489523117,1.8486852229095985,1,0.0,1,2.253819400494492,0.16800264145838012,0,1,0,10.0,1.65
13,1,1,random_budgeted_sync,0.25,0.25,0.75,1.75,78.25,1,down_left,stay,1.0,0.25,175.85786437626905,241.7157287525381,304.14213562373095,241.7157287525381,392.8911926811796,318.66091698246214,392.9244854884082,319.29554645636,0.6355021480318044,0,0.8483368829484794,0.9951767726351345,0.0048232273648654775,2.478799807080893,2.4791287464660607,2.214097902046624,0.0,0.008483368829484795,0.008483368829484795,0.0,0.08866820251777964,2.125429699528844,1,0.0,1,3.1027768526391233,0.6236481061730623,0,1,0,10.0,1.25
14,0,1,random_budgeted_skip,0.0,0.0,0.25,1.75,78.25,0,left,down_left,0.5,0.0,165.85786437626905,241.7157287525381,297.0710678118655,234.64466094067262,390.28227652721006,318.5463956142626,392.51566652279115,318.96635131177845,2.272530233074517,0,0.7495021727893684,0.9918887982844249,0.008111201715575138,1.4667899281558432,1.4435295320163624,2.285145147959833,0.0,0.007495021727893684,0.007495021727893684,0.0,0.08766997194517262,2.19747517601466,1,0.023260396139480832,1,2.398113440892703,0.9545839088763409,0,1,0,20.0,0.5
15,0,0,random_budgeted_skip,0.0,0.0,0.0,1.75,78.25,0,down_right,up,0.65,0.75,172.92893218813452,234.64466094067262,297.0710678118655,244.64466094067262,388.7141251069355,320.2846169218762,389.7612317621808,320.4499706518584,1.0600821682671435,1,1.1816824220855036,0.9753880854330569,0.024611914566943085,2.398449537575278,2.3976208684253133,2.344692414102626,3.241049378195793,0.0352631204900298,0.0352631204900298,0.0,0.11580539367005793,2.2288870204325684,1,0.0008286691499646004,1,2.5865986964992107,0.18897782807389724,0,1,0,20.0,1.4
16,1,0,random_budgeted_sync,0.75,0.75,0.0,2.5,77.5,1,up_left,up_left,0.5,1.0,165.85786437626905,241.7157287525381,290.0,251.7157287525381,386.5495482702628,321.7532098265621,387.0067970015704,321.93358999193833,0.4915418663182104,2,1.850544411436768,0.9564918531550369,0.04350814684496304,2.0725987231320673,2.07243473281372,2.3010820594134707,7.031503799694279,0.06869446691253336,0.06869446691253336,0.0,0.1496826717336465,2.1513993876798243,1,0.00016399031834746225,1,2.1837373285069535,0.1113025956932337,0,1,0,20.0,1.5
17,0,1,random_budgeted_skip,0.0,0.0,0.75,2.5,77.5,0,stay,right,0.8,0.5,165.85786437626905,241.7157287525381,300.0,251.7157287525381,384.4393167595986,321.64633063524366,384.26106855184736,321.55171306593195,0.2018041327351715,0,0.8265063515010881,0.9962399152953415,0.003760084704658488,2.574840762171872,2.575052343766862,2.3410085499289357,0.0,0.00826506351501088,0.00826506351501088,0.0,0.08844771415016099,2.2525608357787745,1,0.0,1,2.8610899712969733,0.28603762753011114,0,1,0,10.0,1.3
18,1,0,random_budgeted_sync,0.5,0.5,0.0,3.0,77.0,1,right,down_right,0.35,0.5,175.85786437626905,241.7157287525381,307.0710678118655,244.64466094067262,381.4211206326409,321.77665772830744,380.3934431023324,322.88050943421337,1.5081809224799214,1,1.2791780990215067,0.9739898805283341,0.02601011947166585,1.6754113215121569,1.6768071701937324,2.21525182806029,3.9210086083904208,0.04031783264055759,0.04031783264055759,0.0,0.12093785131129879,2.094313976748991,1,0.0,1,1.8303375648401807,0.15353039464644835,0,1,0,20.0,0.85
19,0,1,random_budgeted_skip,0.0,0.0,0.5,3.0,77.0,0,right,up,0.65,1.0,185.85786437626905,241.7157287525381,307.0710678118655,254.64466094067262,378.94275948495505,321.6178099155883,379.5933548290045,323.18883043981674,1.7004057719397159,0,0.8474618437586526,0.992784239638101,0.007215760361898972,2.185499293725659,2.1853681337485638,2.10755128757795,0.0,0.008474618437586526,0.008474618437586526,0.0,0.08865936462196239,2.0188919229559876,1,0.00013115997709522986,1,2.3495740052724257,0.16420587152386196,0,1,0,20.0,1.65
