slot,sync,sync_applied,sync_reason,sync_cost,sync_bandwidth,matured_sync_bandwidth,total_sync_cost,remaining_budget,pending_syncs,move_uav1,move_uav2,p_s,p_j,uav1_x,uav1_y,uav2_x,uav2_y,eve_true_x,eve_true_y,eve_est_x,eve_est_y,eve_error,aoi,sigma,twin_quality,twin_badness,pred_r_sec,true_r_sec,pred_margin,pred_error_radius,pred_loss_ub,cert_base_bound,cert_empirical_upper_bound,cert_required_margin,cert_slack,certified_safe,realized_loss,cert_cover,r_b,r_e,outage,success,served_user_idx,movement_cost,power_cost
10,0,0,aoi_thr=6,0.0,0.0,0.0,2.0,78.0,0,down_left,stay,1.0,0.5,116.36038969321072,176.36038969321072,341.2132034355964,281.2132034355964,396.36581497506313,290.6521562591327,395.30673730002644,294.10979661517445,3.6162027533712133,2,1.7915090725492362,0.9496975075147178,0.05030249248528217,4.4267024342055095,4.426100488075048,3.9210307748179405,6.419658040467964,0.06443303896830015,0.06443303896830015,0.0,0.14535415567960186,3.7756766191383386,1,0.0006019461304616058,1,4.510370042467992,0.08426955439294391,0,1,0,10.0,1.5
11,0,0,aoi_thr=6,0.0,0.0,0.0,2.0,78.0,0,down,stay,1.0,0.5,116.36038969321072,166.36038969321072,341.2132034355964,281.2132034355964,394.7218678055755,289.0136356070687,392.51822303238026,293.4761529215768,4.97695801355761,3,2.703337522612093,0.925488494379047,0.07451150562095299,4.552875676767764,4.552155323355294,4.046013036220506,9.663175282136686,0.09701242691894105,0.09701242691894105,0.0,0.17834907819941595,3.86766395802109,1,0.0007203534124702315,1,4.633347085821523,0.0811917624662295,0,1,0,10.0,1.5
12,0,0,aoi_thr=6,0.0,0.0,0.0,2.0,78.0,0,down,stay,1.0,0.5,116.36038969321072,156.36038969321072,341.2132034355964,281.2132034355964,393.5965951328703,287.1239441491869,389.7297087647341,292.8425092279791,6.9032453776799265,4,3.7034306498809126,0.8996539753006965,0.10034602469930348,4.662472439256332,4.661601007021395,4.154402035571577,12.397429073476946,0.1274188809396708,0.1274188809396708,0.0,0.20912896691200658,3.9452730686595703,1,0.0008714322349367976,1,4.739640667522058,0.07803966050066229,0,1,0,10.0,1.5
13,0,0,aoi_thr=6,0.0,0.0,0.0,2.0,78.0,0,down_left,stay,1.0,0.5,109.28932188134524,149.28932188134524,341.2132034355964,281.2132034355964,391.6751553611824,285.11204537774614,386.9411944970879,292.20886553438146,8.530840626714568,5,4.778765448206349,0.8741905467970668,0.12580945320293319,4.758260818072401,4.757157866750619,4.247527826598364,18.41012891991728,0.17824842800156718,0.17824842800156718,0.0,0.26066731743837956,3.9868605091599845,1,0.001102951321781731,1,4.827872105525421,0.07071423877480167,0,1,0,10.0,1.5
14,0,0,aoi_thr=6,0.0,0.0,0.0,2.0,78.0,0,down,stay,1.0,0.5,109.28932188134524,139.28932188134524,341.2132034355964,281.2132034355964,390.0921822349887,283.682970112596,384.1526802294417,291.5752218407838,9.877515953668675,6,5.922553136329205,0.8490853765589287,0.15091462344107132,4.83117793304918,4.829907974995948,4.319351694412597,18.19570870025401,0.1923997835648161,0.1923997835648161,0.0,0.27491160974847445,4.044440084664123,1,0.0012699580532320454,1,4.897736533248168,0.06782855825221988,0,1,0,10.0,1.5
15,1,0,aoi_thr=6,1.0,1.0,0.0,3.0,77.0,1,down_left,stay,1.0,0.5,102.21825406947977,132.21825406947977,341.2132034355964,281.2132034355964,388.29023104472583,281.66315621654087,381.36416596179555,290.94157814718614,11.578406239896104,7,7.130253004592024,0.8229275739418657,0.1770724260581343,4.883005132398641,4.881532297833118,4.3689352277721065,25.247483660702123,0.250787432010133,0.250787432010133,0.0,0.33412520567666243,4.034810022095444,1,0.0014728345655230513,1,4.943158103358428,0.06162580552530945,0,1,0,10.0,1.5
16,1,1,aoi_thr=6,1.0,1.0,1.0,4.0,76.0,1,down,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,388.04288668001846,279.35833405288827,388.3889790276452,278.9765467355602,0.5153071596226324,0,0.7950116920792136,0.9956605121225323,0.0043394878774677785,4.905955029262865,4.906041597146764,4.391506492951818,0.0,0.007950116920792137,0.007950116920792137,0.0,0.08812961809000006,4.303376874861818,1,0.0,1,4.965209661468642,0.0591680643218778,0,1,0,10.0,1.5
17,0,1,aoi_thr=6,0.0,0.0,1.0,4.0,76.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,388.11253507693846,276.8933397956305,388.5980128640339,278.03033711167336,1.23630561692964,0,0.5639135183247482,0.9949626582886093,0.005037341711390683,4.905650654408186,4.905174872337714,4.391305767410574,0.0,0.005639135183247482,0.005639135183247482,0.0,0.08579552653507995,4.305510240875495,1,0.0004757820704721638,1,4.965209661468642,0.06003478913092825,0,1,0,0.0,1.5
18,0,0,aoi_thr=6,0.0,0.0,0.0,4.0,76.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,388.31620914586,274.41361351647714,387.0671328002887,275.1520207618094,1.4510123972678544,1,0.9573693331439953,0.9754057447735713,0.024594255226428652,4.904363588866771,4.904255651592827,4.390477076645807,3.3880766760441134,0.03390215338770464,0.03390215338770464,0.0,0.11443669798862345,4.276040378657183,1,0.00010793727394453612,1,4.965209661468642,0.06095400987581525,0,1,0,0.0,1.5
19,0,0,aoi_thr=6,0.0,0.0,0.0,4.0,76.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,388.402944965467,272.1029999842287,385.5362527365435,272.27370441194546,2.8717702444681334,2,1.6717767208046737,0.951851410066728,0.04814858993327199,4.902934351862996,4.903323888938699,4.389553835198812,6.424481807862398,0.06326465805522113,0.06326465805522113,0.0,0.14417428390808787,4.245379551290724,1,0.0,1,4.965209661468642,0.06188577252994365,0,1,0,0.0,1.5
20,0,0,aoi_thr=6,0.0,0.0,0.0,4.0,76.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,387.9657982195103,269.5070986193215,384.0053726727983,269.3953880620815,3.962000726861134,3,2.5214762637567985,0.9284995933095352,0.07150040669046474,4.901352147385547,4.902118856746282,4.388528831570225,10.597354656114192,0.10079889057425313,0.10079889057425313,0.0,0.18221077366624022,4.206318057903985,1,0.0,1,4.965209661468642,0.06309080472236099,0,1,0,0.0,1.5
21,0,0,aoi_thr=6,0.0,0.0,0.0,4.0,76.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,387.8246864232225,266.8154352648485,382.4744926090531,266.51707171221756,5.358506756430864,4,3.465627139990413,0.9040808512380689,0.0959191487619311,4.89960548199187,4.900827791877913,4.38739435318735,14.381438978440277,0.1369449052705458,0.1369449052705458,0.0,0.21882961188238886,4.168564741304961,1,0.0,1,4.965209661468642,0.0643818695907295,0,1,0,0.0,1.5
22,0,0,aoi_thr=6,0.0,0.0,0.0,4.0,76.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,387.74214374785447,264.7639176582188,380.9436125453079,263.6387553623536,6.891009846462009,5,4.489768833522722,0.8790361525113696,0.1209638474886304,4.897682139229325,4.899785922057772,4.3861421627651715,14.7658874233653,0.153493012875419,0.153493012875419,0.0,0.2355185785011078,4.150623584264064,1,0.0,1,4.965209661468642,0.0654237394108705,0,1,0,0.0,1.5
23,0,0,aoi_thr=6,0.0,0.0,0.0,4.0,76.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,387.4823944131465,262.55440116459624,379.41273248156267,260.76043901248966,8.266664617198646,6,5.58616153219637,0.8540553584825176,0.14594464151748243,4.895569154087749,4.898568500434437,4.384763473789466,18.7483925132943,0.1923519704017295,0.1923519704017295,0.0,0.2748854258062786,4.109878047983187,1,0.0,1,4.965209661468642,0.06664116103420491,0,1,0,0.0,1.5
24,1,0,aoi_thr=6,1.0,1.0,0.0,5.0,75.0,1,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,386.97753348166174,259.9539356556005,377.88185241781747,257.8821226626257,9.328656017510474,7,6.749600056995502,0.8295121237326195,0.17048787626738054,4.893252787720735,4.897002972815852,4.383248925196779,24.84313796953445,0.24455482838716172,0.24455482838716172,0.0,0.32781410218981477,4.055434823006964,1,0.0,1,4.965209661468642,0.06820668865278995,0,1,0,0.0,1.5
25,1,1,aoi_thr=6,1.0,1.0,1.0,6.0,74.0,1,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,387.02635940119325,257.6298023550083,387.525559461793,257.35818276414415,0.5683114486300795,0,0.7944392001697331,0.9955435424399034,0.004456457560096612,4.895575974864555,4.895628618397453,4.384679313731804,0.0,0.007944392001697331,0.007944392001697331,0.0,0.0881238359217143,4.29655547781009,1,0.0,1,4.965209661468642,0.06958104307118959,0,1,0,0.0,1.5
26,0,1,aoi_thr=6,0.0,0.0,1.0,6.0,74.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,386.8876538633939,255.38719511938544,386.70211612439454,255.92940997336888,0.5730804485177233,0,0.5637091001857836,0.996455732590092,0.0035442674099080114,4.894490267533823,4.894188141159164,4.383969326930546,0.0,0.005637091001857836,0.005637091001857836,0.0,0.08579346191187641,4.29817586501867,1,0.00030212637465876213,1,4.965209661468642,0.07102152030947781,0,1,0,0.0,1.5
27,0,0,aoi_thr=6,0.0,0.0,0.0,6.0,74.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,386.6118181775934,253.03634334260155,386.7352226542449,252.7048436055078,0.3537241023041348,1,0.955800753379812,0.9778809177562965,0.022119082243703552,4.892370366026889,4.8925636854775,4.3825617594058,3.2669789610321764,0.03315988129999118,0.03315988129999118,0.0,0.11368215927143238,4.268879600134368,1,0.0,1,4.965209661468642,0.07264597599114299,0,1,0,0.0,1.5
28,0,0,aoi_thr=6,0.0,0.0,0.0,6.0,74.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,386.6545458984146,250.7434889488219,386.7683291840953,249.4802772376467,1.2683258506198023,2,1.6671182539043687,0.9554777938204879,0.044522206179512025,4.890101849262614,4.890980562185784,4.381052475496766,6.3865049565878715,0.0629902122785709,0.0629902122785709,0.0,0.14389557459962016,4.237156900897146,1,0.0,1,4.965209661468642,0.07422909928285847,0,1,0,0.0,1.5
29,0,0,aoi_thr=6,0.0,0.0,0.0,6.0,74.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,386.52637010451366,248.2910508561449,386.8014357139457,246.25571086978562,2.053842727563431,3,2.513951576035519,0.9328230475588402,0.06717695244115979,4.887680672852759,4.889151754842691,4.3794382966467404,10.067356017798922,0.09754365186714871,0.09754365186714871,0.0,0.17890178262653217,4.200536514020208,1,0.0,1,4.965209661468642,0.07605790662595145,0,1,0,0.0,1.5
30,0,0,aoi_thr=6,0.0,0.0,0.0,6.0,74.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,386.71404722270387,245.69824689422882,386.8345422437961,243.03114450192453,2.6698228819798633,4,3.45551195087101,0.9101708507120613,0.08982914928793873,4.885102892928221,4.887217037436518,4.3777160548482685,13.998349934961704,0.13454521911848033,0.13454521911848033,0.0,0.21639060530706358,4.161325449541205,1,0.0,1,4.965209661468642,0.07799262403212488,0,1,0,0.0,1.5
31,0,0,aoi_thr=6,0.0,0.0,0.0,6.0,74.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,385.0833128410047,243.73190215894246,386.86764877364647,239.80657813406344,4.311846868896073,5,4.477288713092317,0.8848891896926145,0.11511081030738543,4.882364666405842,4.885082987247227,4.3758825898790885,17.272828819063587,0.1684098600453047,0.1684098600453047,0.0,0.2506848717985203,4.125197718080568,1,0.0,1,4.965209661468642,0.08012667422141555,0,1,0,0.0,1.5
32,0,0,aoi_thr=6,0.0,0.0,0.0,6.0,74.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,383.2066297340688,241.84961383777662,386.90075530349685,236.58201176620236,6.4338320857134095,6,5.571499498336685,0.8582378798137981,0.1417621201862019,4.8794622483669485,4.882777068652909,4.373934744474069,21.3479828531013,0.20780289210197464,0.20780289210197464,0.0,0.29059484033711847,4.083339904136951,1,0.0,1,4.965209661468642,0.08243259281573308,0,1,0,0.0,1.5
33,1,0,aoi_thr=6,1.0,1.0,0.0,7.0,73.0,1,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,381.08011088742575,240.22793862904592,386.93386183334724,233.35744539834127,9.026077629293646,7,6.732907259227517,0.8302596962971792,0.16974030370282076,4.876391986577756,4.880432791726757,4.371869357406379,25.02014240061377,0.2454499269959578,0.2454499269959578,0.0,0.3287252319619419,4.043144125444438,1,0.0,1,4.965209661468642,0.08477686974188497,0,1,0,0.0,1.5
34,1,1,aoi_thr=6,1.0,1.0,1.0,8.0,72.0,1,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,379.17152323239856,238.46391991169787,379.63183850216694,238.9177276571102,0.6463989614612291,0,0.7944118809651297,0.9953679548128517,0.004632045187148285,4.878536253447547,4.877875746072332,4.373433010951036,0.0,0.007944118809651297,0.007944118809651297,0.0,0.0881235599977478,4.285309450953288,1,0.000660507375214614,1,4.965209661468642,0.08733391539631002,0,1,0,0.0,1.5
35,0,1,aoi_thr=6,0.0,0.0,1.0,8.0,72.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,377.37421063407936,236.56916346511827,377.8407342440857,237.17688919419138,0.7661428329435607,0,0.5636993399049312,0.9960213812662573,0.0039786187337427364,4.875926556937964,4.875058947644829,4.37171341634614,0.0,0.005636993399049312,0.005636993399049312,0.0,0.08579336333303982,4.2859200530131005,1,0.0008676092931345636,1,4.965209661468642,0.09015071382381286,0,1,0,0.0,1.5
36,0,0,aoi_thr=6,0.0,0.0,0.0,8.0,72.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,375.20963379740664,234.50222246387148,376.2601210615325,234.6301437062506,1.058247294512247,1,0.9557451201600713,0.9762959631067072,0.023704036893292837,4.872392423137977,4.871637919627363,4.3693691451279335,3.8929313364150486,0.03691503922009101,0.03691503922009101,0.0,0.11749990686574853,4.251869238262185,1,0.0007545035106133469,1,4.965209661468642,0.09357174184127932,0,1,0,0.0,1.5
37,0,0,aoi_thr=6,0.0,0.0,0.0,8.0,72.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,373.56179911245727,232.4628117942971,374.67950787897934,232.08339821830984,1.1803506040171827,2,1.6669463285062296,0.9556764258269365,0.044323574173063575,4.868592368263872,4.86830982987858,4.366843531727268,7.043874532479213,0.06693271047993757,0.06693271047993757,0.0,0.14790379256603614,4.2189397391612316,1,0.0002825383852922414,1,4.965209661468642,0.09689983159006246,0,1,0,0.0,1.5
38,0,0,aoi_thr=6,0.0,0.0,0.0,8.0,72.0,0,stay,stay,1.0,0.5,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,371.68058339327905,231.08481333066655,373.09889469642616,229.53665273036907,2.09962096506686,3,2.5136708074131513,0.932721169598947,0.06727883040105304,4.864510344835212,4.86539533145902,4.36412501576022,9.695760940073797,0.09531127371457429,0.09531127371457429,0.0,0.176632216889323,4.187492798870897,1,0.0,1,4.965209661468642,0.09981433000962285,0,1,0,0.0,1.5
39,0,0,aoi_thr=6,0.0,0.0,0.0,8.0,72.0,0,stay,stay,1.0,0.75,102.21825406947977,122.21825406947977,341.2132034355964,281.2132034355964,369.8059372489942,229.53830104824033,371.518281513873,226.9899072424283,3.070249805954607,4,3.4551326070748494,0.9092714075083027,0.09072859249169725,4.862819651043394,4.864246020058084,4.361201396472146,13.320903995803823,0.13047675004557144,0.13047675004557144,0.0,0.21225435370585932,4.148947042766287,1,0.0,1,4.935691939343818,0.07144591928573459,0,1,0,0.0,1.75
