scenario,method,avg_sync_cost_mean,avg_sync_cost_std,avg_sync_cost_ci95,avg_sync_bandwidth_mean,avg_sync_bandwidth_std,avg_sync_bandwidth_ci95,sync_request_rate_mean,sync_request_rate_std,sync_request_rate_ci95,avg_sync_applied_mean,avg_sync_applied_std,avg_sync_applied_ci95,avg_pending_syncs_mean,avg_pending_syncs_std,avg_pending_syncs_ci95,avg_twin_quality_mean,avg_twin_quality_std,avg_twin_quality_ci95,avg_twin_badness_mean,avg_twin_badness_std,avg_twin_badness_ci95,avg_secrecy_rate_mean,avg_secrecy_rate_std,avg_secrecy_rate_ci95,avg_realized_loss_mean,avg_realized_loss_std,avg_realized_loss_ci95,avg_margin_gap_mean,avg_margin_gap_std,avg_margin_gap_ci95,avg_cert_slack_mean,avg_cert_slack_std,avg_cert_slack_ci95,certified_safe_rate_mean,certified_safe_rate_std,certified_safe_rate_ci95,certificate_violation_prob_mean,certificate_violation_prob_std,certificate_violation_prob_ci95,certificate_cover_rate_mean,certificate_cover_rate_std,certificate_cover_rate_ci95,prediction_violation_prob_mean,prediction_violation_prob_std,prediction_violation_prob_ci95,outage_prob_mean,outage_prob_std,outage_prob_ci95,success_prob_mean,success_prob_std,success_prob_ci95,runtime_sec_mean,runtime_sec_std,runtime_sec_ci95,runtime_per_slot_ms_mean,runtime_per_slot_ms_std,runtime_per_slot_ms_ci95,num_runs,periodic_avg_secrecy_rate_mean,periodic_outage_prob_mean,secrecy_gain_vs_periodic,outage_gain_vs_periodic
paper_base_holdoutfit,periodic,0.14999999999999997,2.8476619731297836e-17,1.2480428867764374e-17,0.14999999999999997,2.8476619731297836e-17,1.2480428867764374e-17,0.14999999999999997,2.8476619731297836e-17,1.2480428867764374e-17,0.13541666666666663,0.007089135910194994,0.0031069508001984464,0.14999999999999997,2.8476619731297836e-17,1.2480428867764374e-17,0.8734552404519595,0.013468473368291099,0.005902818712910313,0.12654475954804048,0.013468473368291092,0.00590281871291031,1.6309302201903926,0.024092829460179526,0.01055914807088111,0.1470445187739164,0.03256618848918854,0.014272761401059762,0.13748543469647845,0.032987485048412,0.014457402759101406,-1.7913002052014722,0.08067690359746603,0.03535821196899375,0.01374999999999996,0.006209665169754959,0.002721505753668632,0.9862500000000003,0.006209665169755054,0.0027215057536686743,1.0,0.0,0.0,0.7533333333333334,0.04252622170101342,0.018637938419739774,0.8870833333333332,0.009549425138082199,0.004185220095940234,0.11291666666666664,0.009549425138082199,0.004185220095940234,19.904336919149955,2.1075831259721416,0.9236890310294213,165.86947432624964,17.563192716434507,7.697408591911842,20,1.6309302201903926,0.8870833333333332,0.0,0.0
paper_base_holdoutfit,risk_adaptive_hybrid_rollout,0.174375,0.0024464289525516626,0.0010721947622457084,0.174375,0.0024464289525516626,0.0010721947622457084,0.675,0.015531518604934893,0.006806988153309676,0.6358333333333334,0.02181460962250886,0.009560674203635962,0.675,0.015531518604934893,0.006806988153309676,0.9115898993624848,0.009187429420108221,0.004026568477481318,0.08841010063751527,0.009187429420108206,0.004026568477481311,1.580531645400881,0.029172098847904736,0.012785236029770624,0.2706834499388796,0.07067271703911474,0.03097368389299737,0.2604720239582896,0.07208108996989666,0.03159093054473357,-1.113906688464232,0.06031643063076145,0.02643484125390449,0.057499999999999954,0.009326752065621082,0.0040876293190910025,0.9425000000000001,0.009326752065621134,0.004087629319091025,0.5883333333333333,0.04709390891941273,0.020639815607318143,0.8837499999999998,0.04996160806761283,0.0218966401732593,0.8945833333333333,0.007777516704056066,0.0034086469850962576,0.10541666666666664,0.007777516704056064,0.0034086469850962567,283.36985182789994,26.568517146111244,11.644166038414397,2361.4154318991664,221.4043095509271,97.03471698678668,20,1.6309302201903926,0.8870833333333332,-0.050398574789511486,-0.007500000000000062
paper_base_holdoutfit,rollout_joint,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.0,0.9216666666666666,0.024691073747551282,0.01082134019004909,0.8700000000000001,0.029912152080805953,0.013109578659574801,0.9216666666666666,0.024691073747551282,0.01082134019004909,0.8863601985851458,0.020531875023297085,0.008998490978493982,0.11363980141485408,0.020531875023297095,0.008998490978493985,1.4952191030684974,0.061037169730011165,0.026750719091417498,0.49489114755901975,0.14797792959502495,0.06485418710985412,0.48926216750747853,0.14989228855967882,0.06569319191840135,-0.8492776684909341,0.12250877633488952,0.05369183853812557,0.1483333333333333,0.03997440701716874,0.017519556324324247,0.8516666666666666,0.039974407017168714,0.017519556324324233,0.23416666666666663,0.109186920579944,0.0478532778274426,0.9320833333333333,0.06662690700341797,0.029200529465279082,0.9004166666666666,0.009924790274272994,0.004349731120277827,0.09958333333333333,0.009924790274273001,0.00434973112027783,314.41395498819986,28.496534848247105,12.489157052598948,2620.116291568332,237.47112373539247,104.07630877165786,20,1.6309302201903926,0.8870833333333332,-0.1357111171218952,-0.01333333333333342
paper_base_holdoutfit,security_margin,0.23330587122440422,0.0001228142847418336,5.3825733500988e-05,0.23330587122440422,0.0001228142847418336,5.3825733500988e-05,0.2529166666666666,0.006772730840727066,0.002968280164422304,0.2379166666666667,0.011302266501466662,0.0049534366946312434,0.2529166666666666,0.006772730840727066,0.002968280164422304,0.36598256327761364,0.008663595373968684,0.0037969880844063507,0.6340174367223862,0.008663595373968684,0.0037969880844063507,0.7670560420051782,0.07894484094066609,0.03459910203998261,1.7036894234410256,0.09786132186184239,0.04288961533800891,1.6923438071359418,0.09712848383022255,0.04256843490958988,-8.867593472991228,0.33968074086249855,0.14887164853434331,0.047499999999999994,0.007204206048921825,0.0031573825120636573,0.9524999999999999,0.007204206048921848,0.0031573825120636678,0.8354166666666666,0.028340427388474622,0.012420739941797113,0.9133333333333334,0.02252354193994514,0.009871377490869825,0.8962499999999999,0.008322361197787089,0.0036474356128254667,0.10374999999999998,0.00832236119778712,0.00364743561282548,20.08643938805003,2.0084461019228272,0.8802403145566069,167.3869949004169,16.737050849356894,7.33533595463839,20,1.6309302201903926,0.8870833333333332,-0.8638741781852144,-0.009166666666666656
paper_base_holdoutfit,security_risk,0.03698633536673534,0.0027400666454057165,0.0012008871552733706,0.03698633536673534,0.0027400666454057165,0.0012008871552733706,0.12499999999999997,0.007647191129018738,0.003351529283478175,0.11499999999999996,0.008802578038106747,0.00385789992260887,0.12499999999999997,0.007647191129018738,0.003351529283478175,0.7353725276859981,0.009031281136036184,0.003958133474641333,0.26462747231400197,0.009031281136036169,0.003958133474641326,1.5255477496864838,0.02005223834808669,0.008788280937280585,0.3964916137148121,0.034868488513108704,0.015281788875244397,0.39098837993422575,0.03379510702069614,0.014811358694610761,-2.473376983314145,0.03138591083512042,0.013755481911962984,0.01666666666666664,0.008111071056538131,0.003554833625539059,0.9833333333333334,0.008111071056538157,0.0035548336255390705,1.0,0.0,0.0,0.8595833333333334,0.03630151109254735,0.015909838711824113,0.8904166666666665,0.009850861570655157,0.004317330437349354,0.10958333333333332,0.009850861570655147,0.00431733043734935,19.8275311177998,2.0048795105308796,0.8786771869597363,165.22942598166497,16.707329254424003,7.3223098913311375,20,1.6309302201903926,0.8870833333333332,-0.10538247050390881,-0.0033333333333332993
paper_hard_holdoutfit,periodic,0.15714285714285708,2.8476619731297836e-17,1.2480428867764374e-17,0.15714285714285708,2.8476619731297836e-17,1.2480428867764374e-17,0.15714285714285708,2.8476619731297836e-17,1.2480428867764374e-17,0.14857142857142852,0.006796094158482211,0.0029785195898916683,0.15714285714285708,2.8476619731297836e-17,1.2480428867764374e-17,0.7757386340799639,0.013153636993264495,0.00576483558778589,0.2242613659200361,0.013153636993264486,0.005764835587785885,1.2957305252464442,0.026610048597000044,0.01166236799930314,0.5101880712013244,0.08746202766353618,0.038331923703904265,0.501129744138394,0.08647234690079665,0.037898176985448416,-2.604687015448534,0.09656520156167435,0.042321565570763046,0.0021428571428571304,0.0033583024712973172,0.0014718409525059622,0.997857142857143,0.003358302471297378,0.0014718409525059887,1.0,0.0,0.0,0.7767857142857142,0.03536483169986876,0.015499320867974212,0.9474999999999998,0.010434955302202745,0.004573320801987851,0.05249999999999998,0.01043495530220272,0.0045733208019878395,23.662579281100033,2.385691896350986,1.0455755737077925,169.0184234364288,17.040656402507036,7.468396955055659,20,1.2957305252464442,0.9474999999999998,0.0,0.0
paper_hard_holdoutfit,risk_adaptive_hybrid_rollout,0.15714285714285708,2.8476619731297836e-17,1.2480428867764374e-17,0.15714285714285708,2.8476619731297836e-17,1.2480428867764374e-17,0.6121428571428571,0.012923803798367174,0.005664106748919721,0.5717857142857143,0.021046085179822597,0.009223853515977506,0.6121428571428571,0.012923803798367174,0.005664106748919721,0.8909213441749,0.03405002741212526,0.014923082482131693,0.10907865582510004,0.03405002741212529,0.014923082482131705,1.3621940240726613,0.04842822484156319,0.02122460534397434,0.3322340979940447,0.09714889065148469,0.04257737859334106,0.3268121480173397,0.09732397111008567,0.04265411098750593,-1.6219271382919822,0.21603143114641854,0.09467994920271161,0.024285714285714247,0.007824607964359524,0.0034292856398964525,0.9757142857142856,0.007824607964359449,0.00342928563989642,0.6953571428571429,0.06119447438250995,0.026819660895065694,0.9378571428571428,0.03031343602871189,0.013285449103991046,0.9557142857142857,0.010770529070357927,0.004720392490371756,0.04428571428571426,0.010770529070357897,0.004720392490371743,300.50062093515004,31.756627182138022,13.917955514614128,2146.433006679643,226.83305130098591,99.41396796152951,20,1.2957305252464442,0.9474999999999998,0.06646349882621716,-0.008214285714285952
paper_hard_holdoutfit,rollout_joint,0.15714285714285708,2.8476619731297836e-17,1.2480428867764374e-17,0.15714285714285708,2.8476619731297836e-17,1.2480428867764374e-17,0.6192857142857143,0.013532790268814507,0.00593100683739811,0.575,0.023232352715008075,0.010182027509809932,0.6192857142857143,0.013532790268814507,0.00593100683739811,0.6466017130069639,0.020517131479957214,0.008992029335727098,0.3533982869930361,0.020517131479957186,0.008992029335727085,1.0579668737161936,0.07308227343045061,0.03202971854278001,1.1930174549969865,0.25264511761504055,0.1107266048054494,1.1890550396865343,0.2546872367794976,0.11162160299034608,-3.3877674034048546,0.346950063210647,0.1520575695228237,0.06464285714285711,0.033299974356731404,0.014594357236887644,0.935357142857143,0.033299974356731404,0.014594357236887644,0.5571428571428572,0.11730046247240718,0.05140919434457124,0.947857142857143,0.04464323308112385,0.01956575956533302,0.9625,0.013488070075872348,0.005911407348686538,0.037499999999999985,0.013488070075872365,0.005911407348686545,300.83802642175,25.858030064847856,11.332781345889687,2148.843045869643,184.70021474891328,80.94843818492635,20,1.2957305252464442,0.9474999999999998,-0.23776365153025059,-0.015000000000000235
paper_hard_holdoutfit,security_margin,0.15703511247939766,0.0003377931550025167,0.00014804437755627109,0.15703511247939766,0.0003377931550025167,0.00014804437755627109,0.17499999999999993,0.011234250223672157,0.004923627246569139,0.16464285714285706,0.01817018840048528,0.007963436179782797,0.17499999999999993,0.011234250223672157,0.004923627246569139,0.30551504655175726,0.012485784263559955,0.005472136223680573,0.6944849534482427,0.01248578426355992,0.005472136223680557,0.5239738886996688,0.04200026923332647,0.018407429587486146,1.5514856152365673,0.07251159001625364,0.03177960550885589,1.5334486205221645,0.0738416196110478,0.032362516679720954,-15.103366651430989,0.6223336621322708,0.27274975314997224,0.017857142857142787,0.007509392614826382,0.00329113642187139,0.9821428571428573,0.0075093926148264096,0.0032911364218714025,0.9060714285714286,0.043926202638009705,0.019251507118035978,0.9346428571428571,0.027152254012497417,0.011899999999999985,0.9553571428571429,0.010068241910407612,0.004412601571814418,0.04464285714285711,0.01006824191040757,0.0044126015718144,23.498076072150116,2.5080064136481175,1.0991822744688386,167.84340051535796,17.914331526057985,7.851301960491707,20,1.2957305252464442,0.9474999999999998,-0.7717566365467754,-0.007857142857143118
paper_hard_holdoutfit,security_risk,0.037657619790900584,0.0019431633298069343,0.0008516288781792971,0.037657619790900584,0.0019431633298069343,0.0008516288781792971,0.1253571428571428,0.004902376722523279,0.0021485613301634363,0.11607142857142852,0.008937964983435142,0.003917235867560856,0.1253571428571428,0.004902376722523279,0.0021485613301634363,0.7277364335734797,0.012720339926582253,0.005574934775457549,0.27226356642652016,0.012720339926582242,0.0055749347754575455,1.274503558022223,0.033971295373196625,0.01488857664468558,0.48730596374731106,0.05531950526763491,0.024244842154977513,0.482346431514591,0.05545135012388338,0.024302625710944346,-2.830123666502678,0.04105974658572505,0.017995227362900837,0.00035714285714285503,0.0015971914124998403,0.0006999999999999958,0.9996428571428572,0.001597191412499869,0.0007000000000000083,0.9996428571428572,0.001597191412499869,0.0007000000000000083,0.8846428571428572,0.035997001307260725,0.01577638141420002,0.9432142857142857,0.007850304611411235,0.003440547692018336,0.05678571428571425,0.007850304611411181,0.0034405476920183124,23.49804933179994,2.3123341384265177,1.0134251187621601,167.8432095128567,16.516672417332266,7.238750848301141,20,1.2957305252464442,0.9474999999999998,-0.021226967224221127,0.004285714285714115
