avg_twin_badness,avg_secrecy_rate,tfscc,eve_speed
0.026547548865924604,3.7111514734283593,,0.0
0.026547548865924604,3.7111514734283593,,0.0
0.04983775723519978,3.7111514734283593,-0.0,0.0
0.04983775723519978,3.7111514734283593,,0.0
0.04983775723519978,3.7111514734283593,,0.0
0.09547358851408853,3.7088210140822597,0.05106643794560659,0.0
0.09547358851408853,3.7088210140822597,,0.0
0.09547358851408853,3.7088210140822597,,0.0
0.09547358851408853,3.7088210140822597,,0.0
0.1378999845784573,3.7111514734283593,-0.05492946755514661,0.0
0.14068060026727433,3.7088210140822597,0.8381091121193426,0.0
0.14068060026727433,3.7088210140822597,,0.0
0.14068060026727433,3.7088210140822597,,0.0
0.14068060026727433,3.7088210140822597,,0.0
0.1506890093156526,3.7111514734283593,-0.2328501298093092,0.0
0.17489374889771794,3.7111514734283593,-0.0,0.0
0.1799472780895666,3.7088210140822597,0.4611548202508812,0.0
0.1799472780895666,3.7088210140822597,,0.0
0.1799472780895666,3.7088210140822597,,0.0
0.1799472780895666,3.7088210140822597,,0.0
0.2289339923834114,3.7111514734283593,-0.047573293691844286,0.0
0.23163306889838575,3.7088210140822597,0.8634284108546957,0.0
0.23163306889838575,3.7088210140822597,,0.0
0.23163306889838575,3.7088210140822597,,0.0
0.23163306889838575,3.7088210140822597,,0.0
0.32276293395731,3.7111514734283593,-0.02557294850148937,0.0
0.3311474744183811,3.7111514734283593,-0.0,0.0
0.4132190990953773,3.7111514734283593,-0.0,0.0
0.026529880143640355,3.3665243911442126,,2.0
0.026529880143640355,3.3665243911442126,,2.0
0.04977560772716328,3.3671281819354504,-0.02597426942513578,2.0
0.04977560772716328,3.3671281819354504,,2.0
0.04977560772716328,3.3671281819354504,,2.0
0.09536755905756922,3.3670964830094934,0.0006952746051003461,2.0
0.09536755905756922,3.3670964830094934,,2.0
0.09536755905756922,3.3670964830094934,,2.0
0.09536755905756922,3.3670964830094934,,2.0
0.13788255740383787,3.3665368627439545,0.013162890445884786,2.0
0.14064015959039697,3.3662803655785223,0.09301456413198018,2.0
0.14064015959039697,3.3662803655785223,,2.0
0.14064015959039697,3.3662803655785223,,2.0
0.14064015959039697,3.3662803655785223,,2.0
0.15065728351863614,3.366414809537586,-0.013421413174773938,2.0
0.17487424365003393,3.367013060751585,-0.024703811326979463,2.0
0.17984124863304726,3.3664998513843885,0.10332370693240729,2.0
0.17984124863304726,3.3664998513843885,,2.0
0.17984124863304726,3.3664998513843885,,2.0
0.17984124863304726,3.3664998513843885,,2.0
0.22888791292392838,3.3673115320655316,-0.01654915156572703,2.0
0.23157840999905224,3.366501450069054,0.3010900862771949,2.0
0.23157840999905224,3.366501450069054,,2.0
0.23157840999905224,3.366501450069054,,2.0
0.23157840999905224,3.366501450069054,,2.0
0.3226928996069242,3.3617793904770132,0.0518255615804139,2.0
0.33104886434025765,3.3619276839668726,-0.017747021988708495,2.0
0.4131122410948545,3.3664578536137792,-0.05520330537279416,2.0
0.02633648737028886,3.4300358063234184,,4.0
0.02633648737028886,3.4300358063234184,,4.0
0.049471271888962005,3.4285900485645198,0.06249281283479086,4.0
0.049471271888962005,3.4285900485645198,,4.0
0.049471271888962005,3.4285900485645198,,4.0
0.09489300293153284,3.428693762313435,-0.0022833508660879583,4.0
0.09489300293153284,3.428693762313435,,4.0
0.09489300293153284,3.428693762313435,,4.0
0.09489300293153284,3.428693762313435,,4.0
0.13746042325567515,3.4300358063234184,-0.031527492146904736,4.0
0.14005605575479863,3.428602008002224,0.5523887999085703,4.0
0.14005605575479863,3.428602008002224,,4.0
0.14005605575479863,3.428602008002224,,4.0
0.14005605575479863,3.428602008002224,,4.0
0.15011159310587516,3.4300358063234184,-0.14258793649063428,4.0
0.17440353935374506,3.4285900485645198,0.0595159294420649,4.0
0.17882243190485092,3.428751651102932,-0.03657082324210641,4.0
0.17882243190485092,3.428751651102932,,4.0
0.17882243190485092,3.428751651102932,,4.0
0.17882243190485092,3.428751651102932,,4.0
0.227559881225367,3.4300358063234184,-0.02634842894713693,4.0
0.23075362295160437,3.4302910399313156,-0.07991679659013623,4.0
0.23075362295160437,3.4302910399313156,,4.0
0.23075362295160437,3.4302910399313156,,4.0
0.23075362295160437,3.4302910399313156,,4.0
0.3220170073841009,3.4298425133466,0.00491463895958348,4.0
0.33034452097063477,3.4297334409040725,0.01309784023697614,4.0
0.41033256751283803,3.4321279720578044,-0.02993611242235416,4.0
0.026280779594225142,3.4537141701168905,,6.0
0.026280779594225142,3.4537141701168905,,6.0
0.04936918170470512,3.4536520493168186,0.002690562983730907,6.0
0.04936918170470512,3.4536520493168186,,6.0
0.04936918170470512,3.4536520493168186,,6.0
0.09476404001806664,3.4535269762481935,0.0027552254434125454,6.0
0.09476404001806664,3.4535269762481935,,6.0
0.09476404001806664,3.4535269762481935,,6.0
0.09476404001806664,3.4535269762481935,,6.0
0.13746042325567515,3.4537141701168905,-0.004384302709090967,6.0
0.1398614958784716,3.45357357834529,0.058553735637074125,6.0
0.1398614958784716,3.45357357834529,,6.0
0.1398614958784716,3.45357357834529,,6.0
0.1398614958784716,3.45357357834529,,6.0
0.15005588532981143,3.4537141701168905,-0.013791092862570825,6.0
0.17430144916948817,3.4536520493168186,0.002562151182901928,6.0
0.17859057732290592,3.4536161576228896,0.008368062842870401,6.0
0.17859057732290592,3.4536161576228896,,6.0
0.17859057732290592,3.4536161576228896,,6.0
0.17859057732290592,3.4536161576228896,,6.0
0.227559881225367,3.4537141701168905,-0.0020015088267560724,6.0
0.23038882471115218,3.4524436516584243,0.44911411799151696,6.0
0.23038882471115218,3.4524436516584243,,6.0
0.23038882471115218,3.4524436516584243,,6.0
0.23038882471115218,3.4524436516584243,,6.0
0.3216781238965973,3.4537141701168905,-0.013917496024209056,6.0
0.3301227604144485,3.4537141701168905,-0.0,6.0
0.40958288924940084,3.4539007861483966,-0.0023485493195420167,6.0
0.026246359561075214,3.4213966668633318,,8.0
0.026246359561075214,3.4213966668633318,,8.0
0.0493077328336447,3.4213966668633318,-0.0,8.0
0.0493077328336447,3.4213966668633318,,8.0
0.0493077328336447,3.4213966668633318,,8.0
0.09470175295863374,3.417550222021948,0.08473461550206544,8.0
0.09470175295863374,3.417550222021948,,8.0
0.09470175295863374,3.417550222021948,,8.0
0.09470175295863374,3.417550222021948,,8.0
0.13746042325567515,3.4213966668633318,-0.08995707337629986,8.0
0.13974791236591508,3.417550222021948,1.6815139465212658,8.0
0.13974791236591508,3.417550222021948,,8.0
0.13974791236591508,3.417550222021948,,8.0
0.13974791236591508,3.417550222021948,,8.0
0.15002146529666152,3.4213966668633318,-0.3744025915194751,8.0
0.17424000029842776,3.4213966668633318,-0.0,8.0
0.17848404383668223,3.417550222021948,0.9063160654958707,8.0
0.17848404383668223,3.417550222021948,,8.0
0.17848404383668223,3.417550222021948,,8.0
0.17848404383668223,3.417550222021948,,8.0
0.227559881225367,3.4213966668633318,-0.07837756920823989,8.0
0.23014832303614627,3.417550222021948,1.4860078466380358,8.0
0.23014832303614627,3.417550222021948,,8.0
0.23014832303614627,3.417550222021948,,8.0
0.23014832303614627,3.417550222021948,,8.0
0.3216762290230953,3.4213966668633318,-0.04202483166098471,8.0
0.33008477057276214,3.4213966668633318,-0.0,8.0
0.40936439245698714,3.4213966668633318,-0.0,8.0
