slot,sync,sync_applied,sync_reason,sync_cost,sync_bandwidth,matured_sync_bandwidth,total_sync_cost,remaining_budget,pending_syncs,move_uav1,move_uav2,p_s,p_j,uav1_x,uav1_y,uav2_x,uav2_y,eve_true_x,eve_true_y,eve_est_x,eve_est_y,eve_error,aoi,sigma,twin_quality,twin_badness,pred_r_sec,true_r_sec,pred_margin,pred_error_radius,pred_loss_ub,cert_base_bound,cert_empirical_upper_bound,cert_required_margin,cert_slack,certified_safe,realized_loss,cert_cover,r_b,r_e,outage,success,served_user_idx,movement_cost,power_cost
0,1,1,hybrid_periodic_refresh_k=2,1.0,1.0,0.0,1.0,1.0,0,left,right,1.0,1.0,30.0,60.0,90.0,60.0,59.5,52.0,59.790455096355025,51.510595714710355,0.5691051901524663,0,0.485071250072666,0.9908809985731298,0.009119001426870159,2.4599490948430827,2.4561463885372783,1.5990299084956905,0.0,0.005820855000871992,0.005820855000871992,0.0,0.030820855000871995,1.5682090534948185,1,0.003802706305804371,1,3.4426933134617,0.9865469249244215,0,1,0,20.0,2.0
1,0,0,hybrid_secrecy_guard,0.0,0.0,0.0,1.0,1.0,0,left,right,1.0,1.0,20.0,60.0,100.0,60.0,57.0,52.0,57.790455096355025,50.510595714710355,1.6861626209807847,1,1.1251307113607107,0.932352473229037,0.06764752677096299,2.5580609854644054,2.545016370526498,1.6869451448798443,2.5,0.04350156853632853,0.04350156853632853,0.0,0.06850156853632854,1.6184435763435157,1,0.01304461493790754,1,3.5712175741957632,1.0262012036692654,0,1,0,20.0,2.0
2,1,1,hybrid_periodic_refresh_k=2,1.0,1.0,0.0,2.0,0.0,0,left,right,1.0,1.0,10.0,60.0,110.0,60.0,54.5,52.0,55.35599489893571,52.147097793024514,0.8685418975021547,0,0.4569145296398635,0.9889167904723352,0.011083209527664796,2.6035228854873544,2.58726368836784,1.7190678923276548,0.0,0.0054829743556783625,0.0054829743556783625,0.0,0.030482974355678365,1.6885849179719765,1,0.01625919711951429,0,3.664481268196291,1.0772175798284505,0,1,0,20.0,2.0
3,0,0,rollout_skip,0.0,0.0,0.0,2.0,0.0,0,left,right,1.0,1.0,0.0,60.0,120.0,60.0,52.0,52.0,51.31512921605284,52.519016272175804,0.859317101824273,1,0.9843685354338849,0.9399614363819792,0.060038563618020895,2.571387945668965,2.5863199083887496,1.6688058301161264,2.5,0.041812422425206615,0.041812422425206615,0.0,0.06681242242520662,1.6019934076909197,1,0.0,1,3.722296281416637,1.1359763730278876,0,1,0,20.0,2.0
