episode_length,total_secrecy_rate,avg_sync_cost,avg_sync_bandwidth,sync_request_rate,avg_sync_applied,avg_pending_syncs,avg_twin_quality,avg_twin_badness,avg_secrecy_rate,avg_realized_loss,avg_margin_gap,avg_cert_slack,certified_safe_rate,certificate_violation_prob,certificate_cover_rate,certificate_in_policy_cover_rate,certificate_empirical_cover_rate,certificate_margin_cover_rate,prediction_violation_prob,outage_prob,success_prob,method,seed,runtime_sec,runtime_per_slot_ms,scenario,config_path
160.0,45.72302064650837,0.11875,0.11875,0.175,0.1625,0.175,0.24465862068647803,0.7553413793135221,0.28576887904067727,1.2663756004313753,1.2450225667617292,-11.247131777513712,0.1625,0.8375,0.81875,0.81875,0.81875,0.81875,0.93125,0.8625,0.1375,ppo_baseline,62,0.9728545800003303,6.0803411250020645,scenario_stress,configs/scenario_stress.yaml
160.0,48.49690954068474,0.11875,0.11875,0.1625,0.14375,0.1625,0.23850605711555994,0.7614939428844401,0.3031056846292796,1.3255622221493435,1.2973579556023638,-5.553158265371993,0.1625,0.8375,0.75625,0.75625,0.75625,0.75625,0.9,0.85625,0.14375,ppo_baseline,63,1.0084233789998507,6.302646118749067,scenario_stress,configs/scenario_stress.yaml
160.0,47.43854601669206,0.11875,0.11875,0.175,0.16875,0.175,0.23885674440402535,0.7611432555959746,0.29649091260432536,1.2750645279947268,1.2639136570846938,-8.30375649175991,0.16875,0.83125,0.80625,0.80625,0.80625,0.80625,0.94375,0.85625,0.14375,ppo_baseline,64,0.988161250000303,6.176007812501894,scenario_stress,configs/scenario_stress.yaml
160.0,51.629518680670124,0.11875,0.11875,0.1625,0.1375,0.1625,0.2380085964484242,0.7619914035515758,0.3226844917541883,1.3119959237444696,1.2699085611126815,-6.261886362482413,0.15,0.85,0.8125,0.8125,0.8125,0.8125,0.9,0.84375,0.15625,ppo_baseline,65,0.9912997470000846,6.195623418750529,scenario_stress,configs/scenario_stress.yaml
160.0,46.89667813267505,0.11875,0.11875,0.1625,0.1375,0.1625,0.23449689291912193,0.765503107080878,0.29310423832921906,1.3283142527057568,1.2904649479119974,-5.760703579398836,0.15,0.85,0.76875,0.76875,0.76875,0.76875,0.9,0.85,0.15,ppo_baseline,66,0.9765583100002004,6.103489437501253,scenario_stress,configs/scenario_stress.yaml
160.0,166.18081493283853,0.11875,0.11875,0.11875,0.11875,0.11875,0.6928701751525526,0.30712982484744744,1.0386300933302408,0.7032205856019786,0.6946611108712155,0.45355164159946354,0.75625,0.24375,0.15625,0.15625,0.15625,0.15625,0.8625,0.6875,0.3125,periodic,62,15.27774454900009,95.48590343125056,scenario_stress,configs/scenario_stress.yaml
160.0,162.2832575964623,0.11875,0.11875,0.11875,0.1125,0.11875,0.7001472378914483,0.29985276210855183,1.0142703599778895,0.663192032415247,0.6553974597181632,0.4282833835822837,0.80625,0.19375,0.25,0.25,0.25,0.25,0.8125,0.6,0.4,periodic,63,15.28515143300001,95.53219645625006,scenario_stress,configs/scenario_stress.yaml
160.0,162.26345236491647,0.11875,0.11875,0.11875,0.1125,0.11875,0.6869460766092846,0.31305392339071525,1.0141465772807279,0.7119473332680296,0.7050450172536884,0.44160076456278763,0.75,0.25,0.15625,0.15625,0.15625,0.15625,0.85625,0.66875,0.33125,periodic,64,15.599309265000102,97.49568290625064,scenario_stress,configs/scenario_stress.yaml
160.0,149.89146200050368,0.11875,0.11875,0.11875,0.1,0.11875,0.6581930721449432,0.34180692785505684,0.936821637503148,0.8455773243309833,0.8371041014917177,0.4721396390812325,0.76875,0.23125,0.26875,0.26875,0.26875,0.26875,0.78125,0.73125,0.26875,periodic,65,15.714848530999916,98.21780331874947,scenario_stress,configs/scenario_stress.yaml
160.0,164.92441998251752,0.11875,0.11875,0.11875,0.1125,0.11875,0.7031174739949047,0.2968825260050953,1.0307776248907345,0.5726930620341271,0.5629761418193795,0.3283193591901288,0.7625,0.2375,0.23125,0.23125,0.23125,0.23125,0.8375,0.65,0.35,periodic,66,15.50025866399983,96.87661664999894,scenario_stress,configs/scenario_stress.yaml
160.0,184.5500400370873,0.078125,0.078125,0.3125,0.28125,0.3125,0.8489586859246309,0.15104131407536928,1.1534377502317956,0.35107708647856667,0.34367394621129965,0.32147659140570284,0.80625,0.19375,0.11875,0.11875,0.11875,0.11875,0.89375,0.48125,0.51875,rollout_joint,62,194.97766418599986,1218.610401162499,scenario_stress,configs/scenario_stress.yaml
160.0,191.6784632862648,0.078125,0.078125,0.3125,0.29375,0.3125,0.8767577449093948,0.12324225509060516,1.1979903955391549,0.2502093047859155,0.24569861550620659,0.27454673885135683,0.71875,0.28125,0.10625,0.10625,0.10625,0.10625,0.9125,0.4875,0.5125,rollout_joint,63,200.35540935500012,1252.2213084687507,scenario_stress,configs/scenario_stress.yaml
160.0,188.54170755630662,0.0796875,0.0796875,0.31875,0.28125,0.31875,0.871765341827906,0.12823465817209398,1.1783856722269164,0.2737959968083069,0.26941445335665526,0.28298907633517867,0.73125,0.26875,0.1375,0.1375,0.1375,0.1375,0.90625,0.50625,0.49375,rollout_joint,64,205.00599334199978,1281.2874583874986,scenario_stress,configs/scenario_stress.yaml
160.0,180.77150655762148,0.078125,0.078125,0.3125,0.275,0.3125,0.8022499682976936,0.19775003170230648,1.1298219159851342,0.5207470337637328,0.5140486470765235,0.44651506708841326,0.78125,0.21875,0.1,0.1,0.1,0.1,0.90625,0.49375,0.50625,rollout_joint,65,194.5016246340001,1215.6351539625007,scenario_stress,configs/scenario_stress.yaml
160.0,190.35642331924615,0.078125,0.078125,0.3125,0.3,0.3125,0.885171917498228,0.11482808250177201,1.1897276457452883,0.25464158537042586,0.2507532246777863,0.27151442672811327,0.69375,0.30625,0.1,0.1,0.1,0.1,0.90625,0.51875,0.48125,rollout_joint,66,201.54849755799978,1259.6781097374985,scenario_stress,configs/scenario_stress.yaml
