episode_length,total_secrecy_rate,avg_sync_cost,avg_sync_bandwidth,sync_request_rate,avg_sync_applied,avg_pending_syncs,avg_twin_quality,avg_twin_badness,avg_secrecy_rate,avg_realized_loss,avg_margin_gap,avg_cert_slack,certified_safe_rate,certificate_violation_prob,certificate_cover_rate,certificate_in_policy_cover_rate,certificate_empirical_cover_rate,certificate_margin_cover_rate,prediction_violation_prob,outage_prob,success_prob,scenario,train_episode,seed
160.0,9.381626874249955,0.11875,0.11875,0.1875,0.16875,0.1875,0.38289866677103196,0.6171013332289681,0.05863516796406222,0.5605815526793052,0.5605815526793052,-1.7008942788817323,0.15,0.85,0.76875,0.76875,0.76875,0.76875,0.7125,1.0,0.0,scenario_stress,39,239
160.0,15.050064404784493,0.11875,0.11875,0.2,0.19375,0.2,0.35201712774674176,0.6479828722532582,0.09406290252990308,0.8332869623772563,0.833219535643796,-1.1198524507606755,0.04375,0.95625,0.8125,0.8125,0.8125,0.8125,0.69375,1.0,0.0,scenario_stress,40,240
160.0,0.9117185761093882,0.11875,0.11875,0.20625,0.1875,0.20625,0.38080422713416295,0.6191957728658372,0.005698241100683676,0.46947333162607274,0.46947333162607274,-2.944495713749663,0.0,1.0,0.88125,0.88125,0.88125,0.88125,0.61875,1.0,0.0,scenario_stress,41,241
160.0,6.25641127227118,0.11875,0.11875,0.18125,0.15625,0.18125,0.3532230448476853,0.6467769551523148,0.03910257045169487,0.7177733759077591,0.7177194609889396,-1.11087086640489,0.0625,0.9375,0.73125,0.73125,0.73125,0.73125,0.70625,1.0,0.0,scenario_stress,42,242
160.0,18.52848800873837,0.11875,0.11875,0.23125,0.20625,0.23125,0.4472128056543937,0.5527871943456064,0.11580305005461482,0.759944066517501,0.7592488889899294,-0.796680421717331,0.00625,0.99375,0.60625,0.60625,0.60625,0.60625,0.7,1.0,0.0,scenario_stress,43,243
160.0,7.630871622499887,0.11875,0.11875,0.20625,0.19375,0.20625,0.4569098262277265,0.5430901737722734,0.047692947640624296,0.5878948681900089,0.5866893694796277,-1.0909425312881897,0.0,1.0,0.85,0.85,0.85,0.85,0.625,1.0,0.0,scenario_stress,44,244
160.0,10.889755017476386,0.11875,0.11875,0.19375,0.19375,0.19375,0.33807976326852107,0.6619202367314789,0.06806096885922741,1.0299088440178195,1.0293062406474838,-3.1648293367636993,0.04375,0.95625,0.84375,0.84375,0.84375,0.84375,0.775,1.0,0.0,scenario_stress,45,245
160.0,14.418098738345215,0.11875,0.11875,0.19375,0.1875,0.19375,0.48631910586792876,0.5136808941320712,0.0901131171146576,0.5170708525962023,0.5161221870210543,-3.3757580605596758,0.06875,0.93125,0.78125,0.78125,0.78125,0.78125,0.7375,1.0,0.0,scenario_stress,46,246
160.0,11.528560122545663,0.11875,0.11875,0.18125,0.1625,0.18125,0.48138033204112496,0.518619667958875,0.0720535007659104,0.5166069646884723,0.5146836566355116,-3.0570396097016874,0.03125,0.96875,0.76875,0.76875,0.76875,0.76875,0.8375,1.0,0.0,scenario_stress,47,247
160.0,5.301224620316315,0.11875,0.11875,0.18125,0.175,0.18125,0.47954558105810996,0.52045441894189,0.03313265387697697,0.28685115177824205,0.27847590284104257,-1.5442371711432001,0.0,1.0,0.76875,0.76875,0.76875,0.76875,0.6125,1.0,0.0,scenario_stress,48,248
160.0,6.867528855233601,0.11875,0.11875,0.2125,0.20625,0.2125,0.6042516781534291,0.395748321846571,0.04292205534521001,0.048770818495861616,0.04866955128784254,-2.232301133849581,0.0,1.0,0.8125,0.8125,0.8125,0.8125,0.3625,1.0,0.0,scenario_stress,49,249
160.0,13.202520371954204,0.11875,0.11875,0.19375,0.175,0.19375,0.3688322203953651,0.6311677796046349,0.08251575232471378,0.8132575381530482,0.8128392147023076,-3.320663600535281,0.0,1.0,0.8625,0.8625,0.8625,0.8625,0.75,1.0,0.0,scenario_stress,50,250
