periodic_k,budget,eve_speed,avg_sync_cost,avg_twin_quality,avg_twin_badness,avg_secrecy_rate,outage_prob,success_prob
1,20,0.0,0.16666666666666666,0.5817667438909974,0.4182332561090027,3.4504578229147884,0.09166666666666666,0.9083333333333333
1,20,2.0,0.16666666666666666,0.5819973161180788,0.41800268388192113,3.137577541953956,0.10000000000000002,0.9
1,20,4.0,0.16666666666666666,0.5850902015138749,0.41490979848612514,3.1977608053945867,0.10833333333333334,0.8916666666666667
1,20,6.0,0.16666666666666666,0.5859377398840397,0.41406226011596026,3.2128346181126957,0.11944444444444445,0.8805555555555555
1,20,8.0,0.16666666666666666,0.5861768769423072,0.41382312305769275,3.1869006501121966,0.13055555555555556,0.8694444444444445
1,40,0.0,0.3333333333333333,0.6722595040487885,0.32774049595121135,3.4504578229147884,0.09166666666666666,0.9083333333333333
1,40,2.0,0.3333333333333333,0.6724080938466801,0.32759190615331996,3.1329470838634603,0.10000000000000002,0.9
1,40,4.0,0.3333333333333333,0.6731346407877609,0.32686535921223914,3.1976601158818547,0.10833333333333334,0.8916666666666667
1,40,6.0,0.3333333333333333,0.6735014525450341,0.3264985474549659,3.212537129282388,0.11944444444444445,0.8805555555555555
1,40,8.0,0.3333333333333333,0.6735014525450341,0.3264985474549659,3.1869006501121966,0.13055555555555556,0.8694444444444445
1,60,0.0,0.5,0.7666068658475299,0.23339313415247018,3.4504578229147884,0.09166666666666666,0.9083333333333333
1,60,2.0,0.5,0.7666886080776613,0.23331139192233882,3.13947922061703,0.10000000000000002,0.9
1,60,4.0,0.5,0.7681772785995805,0.23182272140041946,3.197976110173935,0.10833333333333334,0.8916666666666667
1,60,6.0,0.5,0.7681772785995805,0.23182272140041946,3.212537129282388,0.11944444444444445,0.8805555555555555
1,60,8.0,0.5,0.7681772785995805,0.23182272140041946,3.1869006501121966,0.13055555555555556,0.8694444444444445
1,80,0.0,0.6666666666666666,0.8577600176246203,0.14223998237537983,3.4504578229147884,0.09166666666666666,0.9083333333333333
1,80,2.0,0.6666666666666666,0.8578050001571306,0.14219499984286962,3.1385014861537406,0.10000000000000002,0.9
1,80,4.0,0.6666666666666666,0.8582623734220856,0.14173762657791447,3.197976110173935,0.10833333333333334,0.8916666666666667
1,80,6.0,0.6666666666666666,0.8582623734220856,0.14173762657791447,3.212537129282388,0.11944444444444445,0.8805555555555555
1,80,8.0,0.6666666666666666,0.8582623734220856,0.14173762657791447,3.1869006501121966,0.13055555555555556,0.8694444444444445
2,20,0.0,0.16666666666666666,0.6637308625694692,0.3362691374305307,3.4504578229147884,0.09166666666666666,0.9083333333333333
2,20,2.0,0.16666666666666666,0.6639297189042518,0.33607028109574816,3.132499398298677,0.10000000000000002,0.9
2,20,4.0,0.16666666666666666,0.6646658933941748,0.33533410660582524,3.197671130913505,0.10833333333333334,0.8916666666666667
2,20,6.0,0.16666666666666666,0.664906044069434,0.33509395593056607,3.212537129282388,0.11944444444444445,0.8805555555555555
2,20,8.0,0.16666666666666666,0.6649486328973918,0.3350513671026081,3.1869006501121966,0.13055555555555556,0.8694444444444445
2,40,0.0,0.3333333333333333,0.8446286322106827,0.1553713677893173,3.4504578229147884,0.09166666666666666,0.9083333333333333
2,40,2.0,0.3333333333333333,0.8446910838212259,0.1553089161787741,3.138261930381386,0.10000000000000002,0.9
2,40,4.0,0.3333333333333333,0.8452894375617238,0.15471056243827622,3.197976110173935,0.10833333333333334,0.8916666666666667
2,40,6.0,0.3333333333333333,0.8453522024802155,0.15464779751978452,3.212537129282388,0.11944444444444445,0.8805555555555555
2,40,8.0,0.3333333333333333,0.8453947913081734,0.15460520869182656,3.1869006501121966,0.13055555555555556,0.8694444444444445
2,60,0.0,0.5,0.9722099441532291,0.027790055846770984,3.4504578229147884,0.09166666666666666,0.9083333333333333
2,60,2.0,0.5,0.9722465860826408,0.027753413917359183,3.1383690720316237,0.10000000000000002,0.9
2,60,4.0,0.5,0.9724520584023938,0.02754794159760614,3.197976110173935,0.10833333333333334,0.8916666666666667
2,60,6.0,0.5,0.9725148233208856,0.02748517667911445,3.212537129282388,0.11944444444444445,0.8805555555555555
2,60,8.0,0.5,0.9725574121488435,0.027442587851156493,3.1869006501121966,0.13055555555555556,0.8694444444444445
2,80,0.0,0.5,0.9722099441532291,0.027790055846770984,3.4504578229147884,0.09166666666666666,0.9083333333333333
2,80,2.0,0.5,0.9722465860826408,0.027753413917359183,3.1383690720316237,0.10000000000000002,0.9
2,80,4.0,0.5,0.9724520584023938,0.02754794159760614,3.197976110173935,0.10833333333333334,0.8916666666666667
2,80,6.0,0.5,0.9725148233208856,0.02748517667911445,3.212537129282388,0.11944444444444445,0.8805555555555555
2,80,8.0,0.5,0.9725574121488435,0.027442587851156493,3.1869006501121966,0.13055555555555556,0.8694444444444445
4,20,0.0,0.16666666666666666,0.8198707155454653,0.1801292844545348,3.4504578229147884,0.09166666666666666,0.9083333333333333
4,20,2.0,0.16666666666666666,0.8199167097259966,0.1800832902740034,3.138178579625643,0.10000000000000002,0.9
4,20,4.0,0.16666666666666666,0.8204349708747406,0.1795650291252595,3.198093615325258,0.10833333333333334,0.8916666666666667
4,20,6.0,0.16666666666666666,0.820547629520585,0.17945237047941506,3.2124774038738924,0.11944444444444445,0.8805555555555555
4,20,8.0,0.16666666666666666,0.820621108449012,0.17937889155098796,3.1869006501121966,0.13055555555555556,0.8694444444444445
4,40,0.0,0.25,0.948178277445486,0.05182172255451403,3.4504578229147884,0.09166666666666666,0.9083333333333333
4,40,2.0,0.25,0.9482614841742069,0.051738515825793176,3.1382898117858393,0.10000000000000002,0.9
4,40,4.0,0.25,0.9486011336916355,0.05139886630836459,3.198093615325258,0.10833333333333334,0.8916666666666667
4,40,6.0,0.25,0.9487137923374799,0.05128620766252014,3.2124774038738924,0.11944444444444445,0.8805555555555555
4,40,8.0,0.25,0.9487872712659069,0.05121272873409305,3.1869006501121966,0.13055555555555556,0.8694444444444445
