scenario,method,num_runs,episode_length_mean,avg_secrecy_rate_mean,avg_secrecy_rate_ci95,avg_secrecy_rate_ci95_low,avg_secrecy_rate_ci95_high,outage_prob_mean,avg_sync_cost_mean,certificate_in_policy_cover_rate_mean,certificate_empirical_cover_rate_mean,certificate_margin_cover_rate_mean,runtime_per_slot_ms_mean,secrecy_gain_vs_periodic,secrecy_gap_vs_rollout
scenario_stress,sca_oracle,5,160.0,1.2099914787889359,0.006532162783381645,1.2047124446136706,1.2165236415723175,0.8125,0.0,0.9650000000000001,0.9650000000000001,0.9650000000000001,250.5117163275001,0.20306222019238773,-0.04011880284327818
scenario_stress,rollout_joint,5,160.0,1.1698726759456577,0.021693897200387058,1.1481787787452706,1.1891118010003872,0.49749999999999994,0.07843750000000001,0.1125,0.1125,0.1125,1303.6808443099994,0.16294341734910955,0.0
scenario_stress,periodic,5,160.0,1.0069292585965481,0.03582729803442031,0.9711019605621278,1.0306171592839681,0.6675,0.11875,0.2125,0.2125,0.2125,104.06282238125,0.0,0.16294341734910955
scenario_stress,sca_twin,5,160.0,0.46704788179100004,0.013698140997288721,0.4552773096417656,0.48074602278828876,0.8225,0.0,0.6250000000000001,0.6250000000000001,0.6250000000000001,253.84162020875038,-0.5398813768055482,0.7028247941546577
