scenario,baseline,target,n,mean_secrecy_gain,mean_outage_gain,mean_runtime_delta_ms,paired_t_stat,paired_t_pvalue_approx,secrecy_win_seeds
paper_base_holdoutfit,periodic,rollout_joint,20,-0.6386785857104053,0.0008333333333333304,59.04868231624958,-151.49865226848215,0.0,0
paper_base_holdoutfit,security_risk,rollout_joint,20,-0.5168064703315105,0.0004166666666666652,59.76850171208108,-40.516818079559904,0.0,0
paper_base_holdoutfit,security_margin,rollout_joint,20,0.19376056854526463,0.009166666666666656,60.77611385458265,8.043415711556746,8.881784197001252e-16,19
paper_hard_holdoutfit,periodic,rollout_joint,20,-0.5076360869432346,0.0032142857142857416,57.19553010928329,-103.49490775251714,0.0,0
paper_hard_holdoutfit,security_risk,rollout_joint,20,-0.4562952755187067,-0.0017857142857142737,58.013243051069765,-24.929468176014353,0.0,0
paper_hard_holdoutfit,security_margin,rollout_joint,20,0.22037811620852565,0.010714285714285782,57.38554283856956,8.198031951944163,2.220446049250313e-16,18
scenario_stress_holdoutfit,periodic,rollout_joint,20,-0.2112485398667235,0.0,116.26766856781217,-11.946727128464602,0.0,0
scenario_stress_holdoutfit,security_risk,rollout_joint,20,-0.18712733138772386,0.0,98.0368054381256,-7.740544268880734,9.769962616701378e-15,0
scenario_stress_holdoutfit,security_margin,rollout_joint,20,0.45575495710295,0.0,103.64115192375152,27.170573697519057,0.0,20
