episode_length,total_secrecy_rate,avg_sync_cost,avg_sync_bandwidth,sync_request_rate,avg_sync_applied,avg_pending_syncs,avg_twin_quality,avg_twin_badness,avg_secrecy_rate,avg_realized_loss,avg_margin_gap,avg_cert_slack,certified_safe_rate,certificate_violation_prob,certificate_cover_rate,certificate_in_policy_cover_rate,certificate_empirical_cover_rate,certificate_margin_cover_rate,prediction_violation_prob,outage_prob,success_prob,method,seed,runtime_sec,runtime_per_slot_ms,scenario,config_path
160.0,194.2465939590047,0.0,0.0,0.0,0.0,0.0,0.33227257999646864,0.6677274200035314,1.2140412122437794,0.29236195733325404,0.2543814219551887,-2.0828820653179756,0.15625,0.84375,0.99375,0.99375,0.99375,0.99375,0.81875,0.8,0.2,sca_oracle,63,39.15947455599962,244.74671597499764,scenario_stress,configs/scenario_stress.yaml
160.0,195.53347100503504,0.0421875,0.0421875,0.16875,0.1625,0.16875,0.8886879547997101,0.11131204520029007,1.222084193781469,0.1653224255518965,0.16067150710286288,0.2205535234600232,0.70625,0.29375,0.20625,0.20625,0.20625,0.20625,0.83125,0.4875,0.5125,rollout_fixed_periodic,63,194.85401697999987,1217.8376061249992,scenario_stress,configs/scenario_stress.yaml
160.0,109.82902872633922,0.0,0.0,0.0,0.0,0.0,0.20499605992604195,0.7950039400739579,0.6864314295396201,1.760474120167331,1.733344453834481,-1.1879859091949585,0.4125,0.5875,0.6125,0.6125,0.6125,0.6125,0.84375,0.81875,0.18125,rollout_no_sync,63,123.31187676100035,770.6992297562522,scenario_stress,configs/scenario_stress.yaml
160.0,191.6784632862648,0.078125,0.078125,0.3125,0.29375,0.3125,0.8767577449093948,0.12324225509060516,1.1979903955391549,0.2502093047859155,0.24569861550620659,0.27454673885135683,0.71875,0.28125,0.10625,0.10625,0.10625,0.10625,0.9125,0.4875,0.5125,rollout_joint,63,199.85342708700045,1249.0839192937528,scenario_stress,configs/scenario_stress.yaml
160.0,212.55263562661264,0.08125,0.08125,0.325,0.29375,0.325,0.934875911230409,0.06512408876959094,1.328453972666329,0.0059479435738520065,-0.003642013642860283,0.1697660724306576,0.9375,0.0625,0.80625,0.80625,0.80625,0.80625,0.56875,0.03125,0.96875,oracle_sync,63,223.44188704300086,1396.5117940187554,scenario_stress,configs/scenario_stress.yaml
160.0,50.986666417009445,0.11875,0.11875,0.11875,0.1125,0.11875,0.2283658027937654,0.7716341972062345,0.31866666510630903,1.6964604794589175,1.6915532720937605,-7.688728711409963,0.21875,0.78125,0.6875,0.6875,0.6875,0.6875,0.975,0.85,0.15,full,64,15.484685224000714,96.77928265000446,scenario_stress,configs/scenario_stress.yaml
160.0,162.26345236491647,0.11875,0.11875,0.11875,0.1125,0.11875,0.6869460766092846,0.31305392339071525,1.0141465772807279,0.7119473332680296,0.7050450172536884,0.44160076456278763,0.75,0.25,0.15625,0.15625,0.15625,0.15625,0.85625,0.66875,0.33125,periodic,64,15.381662268000582,96.13538917500364,scenario_stress,configs/scenario_stress.yaml
160.0,110.60363641284316,0.11875,0.11875,0.11875,0.11875,0.11875,0.4496729908861853,0.5503270091138146,0.6912727275802697,1.7396806720694875,1.7347442466647816,0.4556893456278702,0.74375,0.25625,0.10625,0.10625,0.10625,0.10625,0.89375,0.71875,0.28125,aoi_only,64,15.426004575000661,96.41252859375413,scenario_stress,configs/scenario_stress.yaml
160.0,149.4384332262307,0.03373963014721369,0.03373963014721369,0.1125,0.1,0.1125,0.6803846043838563,0.31961539561614366,0.9339902076639419,0.7268521020350841,0.7242132998601648,0.4381980008101166,0.78125,0.21875,0.1125,0.1125,0.1125,0.1125,0.9125,0.7125,0.2875,security_risk,64,15.323804858000585,95.77378036250366,scenario_stress,configs/scenario_stress.yaml
160.0,108.11847532296207,0.11875,0.11875,0.13125,0.125,0.13125,0.3149242776189869,0.6850757223810131,0.675740470768513,1.6274817567183733,1.5831136152318124,0.1867241720515027,0.65625,0.34375,0.24375,0.24375,0.24375,0.24375,0.9125,0.8375,0.1625,security_margin,64,15.484133593000479,96.775834956253,scenario_stress,configs/scenario_stress.yaml
160.0,162.26345236491647,0.11875,0.11875,0.11875,0.1125,0.11875,0.6869460766092846,0.31305392339071525,1.0141465772807279,0.7119473332680296,0.7050450172536884,0.44160076456278763,0.75,0.25,0.15625,0.15625,0.15625,0.15625,0.85625,0.66875,0.33125,decoupled,64,15.716848532000768,98.2303033250048,scenario_stress,configs/scenario_stress.yaml
160.0,0.510829547325472,0.11875,0.11875,0.18125,0.1625,0.18125,0.6881659823591432,0.31183401764085683,0.0031926846707842,0.08692845447715407,0.08692845447715407,-1.1105534115907383,0.0,1.0,0.85625,0.85625,0.85625,0.85625,0.19375,1.0,0.0,random_budgeted,64,0.9665426969995679,6.040891856247299,scenario_stress,configs/scenario_stress.yaml
160.0,75.36130247790175,0.0,0.0,0.0,0.0,0.0,0.21507387809806536,0.7849261219019347,0.4710081404868859,1.4855117691309574,1.4712468309744275,-1.7284005837608873,0.28125,0.71875,0.61875,0.61875,0.61875,0.61875,0.8875,0.8125,0.1875,myopic_greedy_no_sync,64,15.302460762999544,95.64037976874715,scenario_stress,configs/scenario_stress.yaml
160.0,146.91599497197475,0.08125,0.08125,0.325,0.3125,0.325,0.828367677348885,0.17163232265111497,0.9182249685748423,0.7385016909268869,0.7382389432100156,0.49557398888461196,0.98125,0.01875,0.01875,0.01875,0.01875,0.01875,0.98125,0.78125,0.21875,no_twin,64,196.96162308699968,1231.010144293748,scenario_stress,configs/scenario_stress.yaml
160.0,75.33236088852928,0.0,0.0,0.0,0.0,0.0,0.2132551431683151,0.786744856831685,0.470827255553308,1.4806318952050679,1.465436565906334,-1.7323656433189978,0.26875,0.73125,0.6125,0.6125,0.6125,0.6125,0.8875,0.81875,0.18125,sca_twin,64,39.104259428999285,244.40162143124553,scenario_stress,configs/scenario_stress.yaml
160.0,192.62527366248048,0.0,0.0,0.0,0.0,0.0,0.32602107365102057,0.6739789263489795,1.203907960390503,0.29007687099509416,0.2761826875593372,-2.0690200366974407,0.1625,0.8375,0.95,0.95,0.95,0.95,0.88125,0.8125,0.1875,sca_oracle,64,38.62369531599961,241.39809572499757,scenario_stress,configs/scenario_stress.yaml
160.0,194.14698302560174,0.0421875,0.0421875,0.16875,0.1625,0.16875,0.8897760086304285,0.11022399136957166,1.213418643910011,0.15250974690814476,0.14459572424606487,0.19299735887240585,0.7125,0.2875,0.175,0.175,0.175,0.175,0.8625,0.50625,0.49375,rollout_fixed_periodic,64,187.86610718799966,1174.1631699249979,scenario_stress,configs/scenario_stress.yaml
160.0,106.78385791152573,0.0,0.0,0.0,0.0,0.0,0.2023715768590996,0.7976284231409004,0.6673991119470358,1.7646134239469091,1.752376771427065,-1.1879859091949585,0.4125,0.5875,0.5625,0.5625,0.5625,0.5625,0.89375,0.81875,0.18125,rollout_no_sync,64,121.13122303199998,757.0701439499999,scenario_stress,configs/scenario_stress.yaml
160.0,188.54170755630662,0.0796875,0.0796875,0.31875,0.28125,0.31875,0.871765341827906,0.12823465817209398,1.1783856722269164,0.2737959968083069,0.26941445335665526,0.28298907633517867,0.73125,0.26875,0.1375,0.1375,0.1375,0.1375,0.90625,0.50625,0.49375,rollout_joint,64,208.50588785699983,1303.161799106249,scenario_stress,configs/scenario_stress.yaml
160.0,210.5756968448238,0.08125,0.08125,0.325,0.30625,0.325,0.9426028383522438,0.057397161647756226,1.3160981052801488,0.007058612338916537,-0.001627994845095404,0.1599005276908338,0.925,0.075,0.6625,0.6625,0.6625,0.6625,0.74375,0.01875,0.98125,oracle_sync,64,222.06790921500033,1387.924432593752,scenario_stress,configs/scenario_stress.yaml
