scenario,method,avg_sync_cost_mean,avg_sync_cost_std,avg_sync_cost_ci95,avg_sync_bandwidth_mean,avg_sync_bandwidth_std,avg_sync_bandwidth_ci95,sync_request_rate_mean,sync_request_rate_std,sync_request_rate_ci95,avg_sync_applied_mean,avg_sync_applied_std,avg_sync_applied_ci95,avg_pending_syncs_mean,avg_pending_syncs_std,avg_pending_syncs_ci95,avg_twin_quality_mean,avg_twin_quality_std,avg_twin_quality_ci95,avg_twin_badness_mean,avg_twin_badness_std,avg_twin_badness_ci95,avg_secrecy_rate_mean,avg_secrecy_rate_std,avg_secrecy_rate_ci95,avg_realized_loss_mean,avg_realized_loss_std,avg_realized_loss_ci95,avg_margin_gap_mean,avg_margin_gap_std,avg_margin_gap_ci95,avg_cert_slack_mean,avg_cert_slack_std,avg_cert_slack_ci95,certified_safe_rate_mean,certified_safe_rate_std,certified_safe_rate_ci95,certificate_violation_prob_mean,certificate_violation_prob_std,certificate_violation_prob_ci95,certificate_cover_rate_mean,certificate_cover_rate_std,certificate_cover_rate_ci95,prediction_violation_prob_mean,prediction_violation_prob_std,prediction_violation_prob_ci95,outage_prob_mean,outage_prob_std,outage_prob_ci95,success_prob_mean,success_prob_std,success_prob_ci95,runtime_sec_mean,runtime_sec_std,runtime_sec_ci95,runtime_per_slot_ms_mean,runtime_per_slot_ms_std,runtime_per_slot_ms_ci95,num_runs,periodic_avg_secrecy_rate_mean,periodic_outage_prob_mean,secrecy_gain_vs_periodic,outage_gain_vs_periodic
paper_base_holdoutfit,periodic,0.14999999999999997,2.8476619731297836e-17,1.2480428867764374e-17,0.14999999999999997,2.8476619731297836e-17,1.2480428867764374e-17,0.14999999999999997,2.8476619731297836e-17,1.2480428867764374e-17,0.13541666666666663,0.007089135910194994,0.0031069508001984464,0.14999999999999997,2.8476619731297836e-17,1.2480428867764374e-17,0.8738067704895289,0.013242482123633652,0.005803773682977041,0.126193229510471,0.013242482123633659,0.005803773682977045,1.631320716977514,0.024995980778382446,0.010954971588209284,0.14439777503333712,0.031837245769216406,0.01395328816824175,0.13485552843846838,0.03228876338926935,0.014151174490171302,-1.7929578044129646,0.08227417700130953,0.03605824790328447,0.01374999999999996,0.006209665169754959,0.002721505753668632,0.9862500000000003,0.006209665169755054,0.0027215057536686743,1.0,0.0,0.0,0.7558333333333335,0.04154367813497569,0.018207319715654757,0.8870833333333332,0.009549425138082199,0.004185220095940234,0.11291666666666664,0.009549425138082199,0.004185220095940234,19.81883559589992,0.39941706851715086,0.1750522484492959,165.156963299166,3.32847557097626,1.4587687370774671,20,1.631320716977514,0.8870833333333332,0.0,0.0
paper_base_holdoutfit,risk_adaptive_hybrid_rollout,0.17822916666666666,0.0076613671138140525,0.0033577421827456393,0.17822916666666666,0.0076613671138140525,0.0033577421827456393,0.5554166666666667,0.02167594268372358,0.00949990073817025,0.5241666666666667,0.028600392587171813,0.012534674713587062,0.5554166666666667,0.02167594268372358,0.00949990073817025,0.8833019289312155,0.017354797166804905,0.007606075215336518,0.11669807106878445,0.017354797166804898,0.0076060752153365154,1.54053987804284,0.04652307339663828,0.020389635908870666,0.36342977007784094,0.10826479623462566,0.0474491390143541,0.3534451634302911,0.11000564062451629,0.048212097707586846,-1.227900912087035,0.06812992299107742,0.029859255265535484,0.048333333333333325,0.007928776518229248,0.0034749395215402804,0.9516666666666665,0.007928776518229258,0.003474939521540285,0.6070833333333334,0.07691393192378483,0.03370901691888131,0.9037499999999999,0.03519733426243082,0.015425911879365234,0.8983333333333332,0.007928776518229198,0.0034749395215402587,0.10166666666666666,0.007928776518229238,0.0034749395215402765,50.23483237009998,0.7250924311799644,0.3177857693534417,418.62360308416646,6.042436926499706,2.6482147446120154,20,1.631320716977514,0.8870833333333332,-0.09078083893467381,-0.011249999999999982
paper_base_holdoutfit,rollout_joint,0.19874999999999993,0.006738917694697457,0.002953460899783459,0.19874999999999993,0.006738917694697457,0.002953460899783459,0.31749999999999995,0.007599245884408276,0.003330516353553393,0.2975,0.005474555711098207,0.002399329828458557,0.31749999999999995,0.007599245884408276,0.003330516353553393,0.9054133863797771,0.0024163802772972334,0.0010590253496671755,0.09458661362022278,0.002416380277297214,0.001059025349667167,1.6521658606483172,0.011377918730219393,0.004986592745754775,0.09302800653950807,0.007966569936090592,0.0034915032172225247,0.0867937728891379,0.007835356710807817,0.003433996485731786,-1.55785308137195,0.010360425011831391,0.004540656462039834,0.00416666666666665,0.006893084932237566,0.003021027670699895,0.9958333333333333,0.006893084932237646,0.00302102767069993,0.9991666666666668,0.002564945880212842,0.0011241370959657337,0.83375,0.03158519065964061,0.013842820145860574,0.8854166666666666,0.0075872122333360695,0.0033252423734376597,0.1145833333333333,0.007587212233336048,0.00332524237343765,50.285100701799934,0.7399041087729518,0.3242772732733528,419.0425058483328,6.165867573107945,2.7023106106112795,20,1.631320716977514,0.8870833333333332,0.020845143670803257,0.0016666666666665941
paper_base_holdoutfit,security_margin,0.23330587122440422,0.0001228142847418336,5.3825733500988e-05,0.23330587122440422,0.0001228142847418336,5.3825733500988e-05,0.2529166666666666,0.006772730840727066,0.002968280164422304,0.2379166666666667,0.011302266501466662,0.0049534366946312434,0.2529166666666666,0.006772730840727066,0.002968280164422304,0.3659811520503464,0.008665631246002852,0.003797880344665681,0.6340188479496536,0.008665631246002862,0.0037978803446656858,0.7672368875459542,0.07932724858648019,0.03476669958024919,1.7037598652339327,0.09793208176703255,0.04292062723379389,1.692414248928849,0.09720035234590892,0.04259993267534716,-8.864941561099398,0.3439991992070102,0.15076429635194386,0.047499999999999994,0.007204206048921825,0.0031573825120636573,0.9524999999999999,0.007204206048921848,0.0031573825120636678,0.8354166666666666,0.028340427388474622,0.012420739941797113,0.9133333333333334,0.02252354193994514,0.009871377490869825,0.8962499999999999,0.008322361197787089,0.0036474356128254667,0.10374999999999998,0.00832236119778712,0.00364743561282548,20.16483330139995,0.37026776191891014,0.16227700156336863,168.04027751166626,3.085564682657585,1.3523083463614054,20,1.631320716977514,0.8870833333333332,-0.8640838294315597,-0.009166666666666656
paper_base_holdoutfit,security_risk,0.03694636594429952,0.0025594712020684416,0.0011217377124785144,0.03694636594429952,0.0025594712020684416,0.0011217377124785144,0.12541666666666665,0.007392010069358485,0.003239691253067907,0.1158333333333333,0.008065883679558223,0.0035350293843952703,0.12541666666666665,0.007392010069358485,0.003239691253067907,0.7352291878610322,0.00905314317268411,0.003967714934655318,0.2647708121389679,0.009053143172684104,0.003967714934655316,1.514732023543055,0.03163424131921439,0.013864317545253616,0.41019091859597684,0.049666689322017614,0.02176738633411329,0.4044752895060605,0.0485567930106182,0.021280952828461274,-2.469652503170911,0.031182811317596357,0.013666469623796267,0.01666666666666664,0.008111071056538131,0.003554833625539059,0.9833333333333334,0.008111071056538157,0.0035548336255390705,1.0,0.0,0.0,0.8508333333333333,0.04587518025842176,0.020105684221425932,0.8904166666666665,0.009850861570655157,0.004317330437349354,0.10958333333333332,0.009850861570655147,0.00431733043734935,19.800267456000007,0.5243608970843455,0.2298112956821801,165.00222880000007,4.369674142369548,1.9150941306848348,20,1.631320716977514,0.8870833333333332,-0.11658869343445888,-0.0033333333333332993
paper_hard_holdoutfit,periodic,0.15714285714285708,2.8476619731297836e-17,1.2480428867764374e-17,0.15714285714285708,2.8476619731297836e-17,1.2480428867764374e-17,0.15714285714285708,2.8476619731297836e-17,1.2480428867764374e-17,0.14857142857142852,0.006796094158482211,0.0029785195898916683,0.15714285714285708,2.8476619731297836e-17,1.2480428867764374e-17,0.775778558682252,0.01349442757834403,0.005914193646994524,0.22422144131774807,0.013494427578344053,0.005914193646994533,1.2951470419270046,0.026696446202163774,0.01170023341927804,0.510891279856249,0.0847675950811802,0.037151036558576364,0.5017890276334717,0.08363445110753139,0.036654414315715256,-2.6043109586189206,0.08739462344941298,0.03830238250457338,0.0021428571428571304,0.0033583024712973172,0.0014718409525059622,0.997857142857143,0.003358302471297378,0.0014718409525059887,1.0,0.0,0.0,0.7764285714285715,0.040346245784114526,0.0176825218491981,0.9474999999999998,0.010434955302202745,0.004573320801987851,0.05249999999999998,0.01043495530220272,0.0045733208019878395,18.234877584349988,3.876606417491607,1.6989976724185398,130.24912560249987,27.690045839225764,12.135697660132427,20,1.2951470419270046,0.9474999999999998,0.0,0.0
paper_hard_holdoutfit,risk_adaptive_hybrid_rollout,0.1345535714285714,0.002264335522803155,0.0009923887979596544,0.1345535714285714,0.002264335522803155,0.0009923887979596544,0.5142857142857142,0.015887629029410103,0.006963060428167759,0.48249999999999993,0.019999328667572796,0.0087650922473904,0.5142857142857142,0.015887629029410103,0.006963060428167759,0.9095477919094698,0.007368178844614293,0.00322924675831895,0.09045220809053023,0.0073681788446142696,0.0032292467583189396,1.395215817978687,0.03389126510397242,0.014853501832725964,0.26432163008016,0.06024684254525876,0.026404342930741304,0.2590830740949265,0.06144408207345153,0.026929056288937513,-1.559478149261082,0.04976980059357651,0.021812576841353903,0.024285714285714247,0.007824607964359524,0.0034292856398964525,0.9757142857142856,0.007824607964359449,0.00342928563989642,0.6953571428571429,0.06210914304543965,0.027220532111276827,0.9521428571428571,0.021628143339591968,0.009478951751949644,0.9557142857142857,0.010770529070357927,0.004720392490371756,0.04428571428571426,0.010770529070357897,0.004720392490371743,236.94913503324997,45.743241553100745,20.047859534289557,1692.493821666071,326.73743966500524,143.19899667349682,20,1.2951470419270046,0.9474999999999998,0.10006877605168252,-0.008214285714285952
paper_hard_holdoutfit,rollout_joint,0.10312499999999991,0.002582877083394985,0.0011319957922555255,0.10312499999999991,0.002582877083394985,0.0011319957922555255,0.3982142857142857,0.009233514353996358,0.004046766090284159,0.3728571428571427,0.007180352713571929,0.003146928326914494,0.3982142857142857,0.009233514353996358,0.004046766090284159,0.9365502770184697,0.002383306347148821,0.0010445300606725693,0.06344972298153037,0.002383306347148801,0.0010445300606725604,1.4627126704434699,0.015282510345520339,0.006697855471887746,0.0876018386998527,0.008157963403032884,0.0035753851025188597,0.08024931866113456,0.008520382993527387,0.0037342224913006357,-1.682847726223478,0.014598429985290838,0.0063980440351287865,0.006785714285714251,0.006336008630878667,0.0027768782169153338,0.9932142857142858,0.006336008630878699,0.0027768782169153476,1.0,0.0,0.0,0.8450000000000001,0.024205972578797547,0.01060873522894669,0.9460714285714286,0.009687657001257163,0.004245802881112506,0.0539285714285714,0.009687657001257118,0.004245802881112485,246.87650162844997,45.359173595907656,19.879534330477966,1763.4035830603575,323.994097113626,141.99667378912827,20,1.2951470419270046,0.9474999999999998,0.16756562851646528,0.0014285714285712237
paper_hard_holdoutfit,security_margin,0.15703511247939766,0.0003377931550025167,0.00014804437755627109,0.15703511247939766,0.0003377931550025167,0.00014804437755627109,0.17499999999999993,0.011234250223672157,0.004923627246569139,0.16464285714285706,0.01817018840048528,0.007963436179782797,0.17499999999999993,0.011234250223672157,0.004923627246569139,0.30395751992026854,0.01313282137848653,0.0057557127423770406,0.6960424800797316,0.013132821378486528,0.00575571274237704,0.5260791610060993,0.04301851759690376,0.018853696609037747,1.5487926652522008,0.07258982819267544,0.03181389490151518,1.5307556705377983,0.07419036224074486,0.03251535987614527,-15.170874759566042,0.5985288308864615,0.2623168258616983,0.017857142857142787,0.007509392614826382,0.00329113642187139,0.9821428571428573,0.0075093926148264096,0.0032911364218714025,0.9060714285714286,0.043926202638009705,0.019251507118035978,0.9346428571428571,0.027152254012497417,0.011899999999999985,0.9553571428571429,0.010068241910407612,0.004412601571814418,0.04464285714285711,0.01006824191040757,0.0044126015718144,18.152544167200084,3.9746170569994477,1.7419527291002606,129.6610297657149,28.390121835710342,12.44251949357329,20,1.2951470419270046,0.9474999999999998,-0.7690678809209053,-0.007857142857143118
paper_hard_holdoutfit,security_risk,0.03770247647376185,0.0017799476932481256,0.0007800964715453634,0.03770247647376185,0.0017799476932481256,0.0007800964715453634,0.12571428571428567,0.0048611217669908575,0.002130480548707508,0.11642857142857137,0.009298718482325066,0.004075343059502055,0.12571428571428567,0.0048611217669908575,0.002130480548707508,0.7284804236591346,0.01323926272387343,0.005802362718821763,0.27151957634086527,0.01323926272387341,0.005802362718821755,1.2769792404901732,0.034375436260470925,0.015065699197986332,0.48339145761431845,0.056252805430461475,0.02465387898604591,0.4784311904400263,0.056314642159846356,0.024680980127606434,-2.8298994745407167,0.038134013646128305,0.01671296836645891,0.00035714285714285503,0.0015971914124998403,0.0006999999999999958,0.9996428571428572,0.001597191412499869,0.0007000000000000083,0.9996428571428572,0.001597191412499869,0.0007000000000000083,0.8835714285714286,0.03590924232298039,0.015737919343520538,0.9432142857142857,0.007850304611411235,0.003440547692018336,0.05678571428571425,0.007850304611411181,0.0034405476920183124,18.072336745350093,3.8646469253168596,1.693756193872634,129.08811960964354,27.604620895120423,12.09825852766167,20,1.2951470419270046,0.9474999999999998,-0.018167801436831388,0.004285714285714115
