avg_sync_cost,avg_twin_quality,avg_twin_badness,avg_secrecy_rate,outage_prob,success_prob,method,seed,scan_value
0.23333333333333334,0.8592445686739905,0.14075543132600943,2.7098971950495776,0.21666666666666667,0.7833333333333333,aoi_only,42,2.0
0.23333333333333334,0.8583892258972281,0.14161077410277184,2.717523829344385,0.16666666666666666,0.8333333333333334,aoi_only,43,2.0
0.23333333333333334,0.8586434410720891,0.141356558927911,2.6804935222099195,0.25,0.75,aoi_only,44,2.0
0.2,0.9371381735356453,0.06286182646435469,2.7090457553356604,0.21666666666666667,0.7833333333333333,aoi_only,42,4.0
0.2,0.9368828529512804,0.06311714704871961,2.715331593411507,0.16666666666666666,0.8333333333333334,aoi_only,43,4.0
0.2,0.9366257538208186,0.06337424617918144,2.6799705798570637,0.24166666666666667,0.7583333333333333,aoi_only,44,4.0
0.14166666666666666,0.9139101017641572,0.0860898982358429,2.7085096056236853,0.21666666666666667,0.7833333333333333,aoi_only,42,6.0
0.14166666666666666,0.9138878284699624,0.08611217153003757,2.7149054433732505,0.175,0.825,aoi_only,43,6.0
0.14166666666666666,0.9134364829801153,0.08656351701988482,2.681065184348471,0.25,0.75,aoi_only,44,6.0
0.10833333333333334,0.8914959835337751,0.10850401646622489,2.707441914562772,0.21666666666666667,0.7833333333333333,aoi_only,42,8.0
0.10833333333333334,0.8911961422740655,0.10880385772593452,2.7145383756949695,0.175,0.825,aoi_only,43,8.0
0.10833333333333334,0.8903474967630264,0.10965250323697363,2.681437940792924,0.25,0.75,aoi_only,44,8.0
0.08333333333333333,0.8667369536930954,0.1332630463069046,2.7089835076377797,0.20833333333333334,0.7916666666666666,aoi_only,42,10.0
0.08333333333333333,0.864979588650156,0.1350204113498439,2.7151831280957217,0.16666666666666666,0.8333333333333334,aoi_only,43,10.0
0.08333333333333333,0.8651848323557215,0.1348151676442785,2.6827203100923827,0.24166666666666667,0.7583333333333333,aoi_only,44,10.0
0.06666666666666667,0.8325545345019448,0.16744546549805522,2.7083326960579424,0.21666666666666667,0.7833333333333333,security_risk,42,0.35
0.06666666666666667,0.8320513806350505,0.16794861936494954,2.713259470896959,0.175,0.825,security_risk,43,0.35
0.06666666666666667,0.8317454943319814,0.1682545056680186,2.680853096760552,0.25,0.75,security_risk,44,0.35
0.05,0.792851709848275,0.20714829015172503,2.7093882045838273,0.2,0.8,security_risk,42,0.45
0.05,0.7908813126423789,0.20911868735762104,2.7125826436511935,0.2,0.8,security_risk,43,0.45
0.05,0.7910763942295944,0.2089236057704055,2.682815559820699,0.24166666666666667,0.7583333333333333,security_risk,44,0.45
0.041666666666666664,0.7584790936942556,0.24152090630574438,2.706185976855782,0.2,0.8,security_risk,42,0.55
0.041666666666666664,0.7568096022717861,0.24319039772821407,2.7116772389128005,0.175,0.825,security_risk,43,0.55
0.041666666666666664,0.7562226860098334,0.24377731399016653,2.685670392834391,0.23333333333333334,0.7666666666666667,security_risk,44,0.55
0.03333333333333333,0.7167928113545023,0.2832071886454976,2.7042510616813917,0.21666666666666667,0.7833333333333333,security_risk,42,0.65
0.03333333333333333,0.7144651947706151,0.28553480522938485,2.712645756418518,0.175,0.825,security_risk,43,0.65
0.03333333333333333,0.7152877083851535,0.2847122916148464,2.6813795718348765,0.25833333333333336,0.7416666666666667,security_risk,44,0.65
0.23333333333333334,0.6422151053325197,0.35778489466748037,2.697900230235074,0.21666666666666667,0.7833333333333333,security_margin,42,0.02
0.23333333333333334,0.6463388589582711,0.3536611410417288,2.703444195331135,0.16666666666666666,0.8333333333333334,security_margin,43,0.02
0.23333333333333334,0.6477339369371818,0.3522660630628182,2.689495682186583,0.25,0.75,security_margin,44,0.02
0.23333333333333334,0.6389760867798426,0.36102391322015737,2.700152867520978,0.21666666666666667,0.7833333333333333,security_margin,42,0.05
0.23333333333333334,0.6423026711060034,0.35769732889399664,2.703444195331135,0.16666666666666666,0.8333333333333334,security_margin,43,0.05
0.23333333333333334,0.6478772831824102,0.3521227168175898,2.689495682186583,0.25,0.75,security_margin,44,0.05
0.23333333333333334,0.6353781875817067,0.36462181241829317,2.7007444950653907,0.21666666666666667,0.7833333333333333,security_margin,42,0.1
0.23333333333333334,0.6343270044458429,0.36567299555415717,2.70572952444539,0.16666666666666666,0.8333333333333334,security_margin,43,0.1
0.23333333333333334,0.6407700332041717,0.3592299667958282,2.68785097348428,0.25,0.75,security_margin,44,0.1
0.23333333333333334,0.6239380372034081,0.3760619627965918,2.7042194274869926,0.21666666666666667,0.7833333333333333,security_margin,42,0.2
0.23333333333333334,0.6190257402341298,0.3809742597658703,2.7004893959132317,0.175,0.825,security_margin,43,0.2
0.23333333333333334,0.6337819678217599,0.3662180321782401,2.684839681179248,0.25833333333333336,0.7416666666666667,security_margin,44,0.2
