config,seed,episode_length,optimal_cumulative_secrecy,optimal_avg_secrecy,num_states_evaluated,num_actions,state_abstraction
configs/small_mdp_bound_toy.yaml,42,4,10.174746355820366,2.5436865889550915,12502,72,"rounded_state_dp(pos=0.1,twin=0.01,cov=0.01)"
