method,avg_sync_cost_mean,avg_sync_cost_std,avg_sync_cost_ci95,avg_sync_applied_mean,avg_sync_applied_std,avg_sync_applied_ci95,avg_pending_syncs_mean,avg_pending_syncs_std,avg_pending_syncs_ci95,avg_twin_quality_mean,avg_twin_quality_std,avg_twin_quality_ci95,avg_twin_badness_mean,avg_twin_badness_std,avg_twin_badness_ci95,avg_secrecy_rate_mean,avg_secrecy_rate_std,avg_secrecy_rate_ci95,avg_realized_loss_mean,avg_realized_loss_std,avg_realized_loss_ci95,avg_margin_gap_mean,avg_margin_gap_std,avg_margin_gap_ci95,avg_cert_slack_mean,avg_cert_slack_std,avg_cert_slack_ci95,certified_safe_rate_mean,certified_safe_rate_std,certified_safe_rate_ci95,certificate_violation_prob_mean,certificate_violation_prob_std,certificate_violation_prob_ci95,certificate_cover_rate_mean,certificate_cover_rate_std,certificate_cover_rate_ci95,prediction_violation_prob_mean,prediction_violation_prob_std,prediction_violation_prob_ci95,outage_prob_mean,outage_prob_std,outage_prob_ci95,success_prob_mean,success_prob_std,success_prob_ci95,runtime_sec_mean,runtime_sec_std,runtime_sec_ci95,runtime_per_slot_ms_mean,runtime_per_slot_ms_std,runtime_per_slot_ms_ci95,num_runs
periodic,0.1419642857142857,0.021855858972563202,0.017488329441849693,0.13129960317460318,0.02013666517553327,0.016112687901767137,0.1419642857142857,0.021855858972563202,0.017488329441849693,0.8639199934644944,0.05351563680944336,0.04282142779145886,0.13608000653550556,0.05351563680944337,0.042821427791458866,2.57160916986767,0.11031724007054586,0.08827217634828416,0.00402723727587674,0.0007660178788652448,0.0006129419594425218,0.00011384951535569315,0.0010478492845714343,0.0008384540510165372,-0.16453818684215402,0.2699198443352742,0.21598085742380954,0.41051587301587295,0.3740114837101796,0.2992715157235262,0.589484126984127,0.3740114837101796,0.2992715157235262,0.8716269841269842,0.013651168553360585,0.010923209800497269,0.36602182539682543,0.13193683218881544,0.1055714529329909,0.38516865079365076,0.17061152190529372,0.1365176498164972,0.6148313492063492,0.17061152190529372,0.1365176498164972,1.0509884416666562,0.11939748329677177,0.09553788414552565,7.518859215624958,0.12455584592019948,0.09966543388183546,6
rollout_joint,0.018154761904761906,0.010750599835609026,0.008602271448523005,0.01607142857142857,0.007779194882240258,0.006224652303245242,0.018154761904761906,0.010750599835609026,0.008602271448523005,0.5464199025356543,0.038783978841767625,0.031033646396695005,0.45358009746434574,0.03878397884176763,0.03103364639669501,2.5854578963811767,0.12639458495772826,0.10113673153644885,0.012140855027385369,0.00627721536450176,0.005022818385205424,0.0038424054045201445,0.004805202288596644,0.003844962614519139,-1.1333093147200242,0.3995154148383958,0.3196789108386029,0.07777777777777777,0.13649040123623943,0.10921506702006611,0.9222222222222222,0.13649040123623943,0.10921506702006611,0.9459325396825397,0.058225321121075015,0.04658996010640114,0.3826388888888889,0.18623112478990717,0.1490159351202182,0.3683531746031747,0.16782100956359672,0.13428477490618562,0.6316468253968254,0.16782100956359675,0.13428477490618565,28.02845591183268,3.5562796072278164,2.845616337322019,200.21899088699942,0.69121664373742,0.5530885057661027,6
security_margin,0.1711309523809524,0.057056606534268674,0.04565479367147755,0.16765873015873015,0.05693621698210028,0.04555846196690714,0.1711309523809524,0.057056606534268674,0.04565479367147755,0.6065825393200566,0.05561729936196686,0.04450310807409014,0.3934174606799435,0.0556172993619668,0.0445031080740901,2.578682193822129,0.11132829649107982,0.08908118997656533,0.00624373250995289,0.0023078800129528705,0.001846688616972106,0.0013421241575505994,0.006386880553587846,0.005110568812102294,-1.0515746785426379,0.7883491894109859,0.63081072937659,0.17539682539682536,0.2073297824720906,0.16589837734269214,0.8246031746031747,0.2073297824720906,0.16589837734269214,0.9756944444444445,0.03148841404705534,0.025195978760092122,0.3898313492063492,0.1724656971408727,0.1380012990019825,0.3798115079365079,0.19447535539450778,0.15561269349923362,0.6201884920634921,0.19447535539450778,0.15561269349923362,1.04697739916719,0.12036320892861974,0.09631062558851342,7.4894114833374,0.14226346318719366,0.11383447865761542,6
