episode_length,total_secrecy_rate,avg_sync_cost,avg_sync_bandwidth,sync_request_rate,avg_sync_applied,avg_pending_syncs,avg_twin_quality,avg_twin_badness,avg_secrecy_rate,avg_realized_loss,avg_margin_gap,avg_cert_slack,certified_safe_rate,certificate_violation_prob,certificate_cover_rate,certificate_empirical_cover_rate,certificate_margin_cover_rate,prediction_violation_prob,outage_prob,success_prob,method,seed,runtime_sec,runtime_per_slot_ms,scenario,config_path
120.0,193.4848853091832,0.15,0.15,0.15,0.13333333333333333,0.15,0.8774454862349707,0.12255451376502924,1.6123740442431933,0.10579390746884591,0.09380126599000087,-0.9252734150768878,0.075,0.925,0.30833333333333335,0.30833333333333335,0.30833333333333335,0.725,0.9,0.1,periodic,62,13.706333404999896,114.2194450416658,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,194.6562153332605,0.18541666666666667,0.18541666666666667,0.38333333333333336,0.375,0.38333333333333336,0.9399424898823107,0.0600575101176894,1.6221351277771707,0.07002627365607793,0.059318594402162424,-0.9385480202640388,0.075,0.925,0.225,0.225,0.225,0.8,0.9083333333333333,0.09166666666666666,rollout_joint,62,168.16732768300062,1401.3943973583384,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,192.75384781153147,0.14791666666666667,0.14791666666666667,0.24166666666666667,0.225,0.24166666666666667,0.8767815154467388,0.12321848455326118,1.6062820650960956,0.13191941271734095,0.12157268060323616,-0.9129177041864911,0.09166666666666666,0.9083333333333333,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.7416666666666667,0.9,0.1,sca_twin,62,34.66532283000015,288.87769025000125,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,198.052748927503,0.13958333333333334,0.13958333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.8879076455529884,0.11209235444701161,1.6504395743958582,0.010776963366566222,-0.006058682100153506,-0.9842951445603669,0.05,0.95,0.6416666666666667,0.6416666666666667,0.6416666666666667,0.6,0.9,0.1,sca_oracle,62,33.695657336000295,280.7971444666691,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,194.12837695555936,0.15,0.15,0.15,0.125,0.15,0.8488418244275664,0.15115817557243363,1.6177364746296614,0.18658876432377786,0.17564585470809693,-0.8499316319349011,0.11666666666666667,0.8833333333333333,0.375,0.375,0.375,0.6583333333333333,0.875,0.125,periodic,63,13.02066039500005,108.50550329166708,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,198.38823530294758,0.2125,0.2125,0.39166666666666666,0.35833333333333334,0.39166666666666666,0.9366738916791921,0.0633261083208078,1.6532352941912298,0.07383387137047427,0.06403957655268841,-0.9034854198736336,0.10833333333333334,0.8916666666666667,0.25833333333333336,0.25833333333333336,0.25833333333333336,0.775,0.875,0.125,rollout_joint,63,173.77792047500043,1448.1493372916702,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,198.38455874561967,0.13958333333333334,0.13958333333333334,0.23333333333333334,0.21666666666666667,0.23333333333333334,0.8813481773763511,0.11865182262364889,1.6532046562134972,0.11537880312658454,0.10931227493814956,-0.8786054957523528,0.10833333333333334,0.8916666666666667,0.25,0.25,0.25,0.8,0.875,0.125,sca_twin,63,33.92499088800014,282.7082574000012,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,201.61519433110237,0.15416666666666667,0.15416666666666667,0.21666666666666667,0.20833333333333334,0.21666666666666667,0.8874400745029937,0.11255992549700634,1.680126619425853,0.007583612214383889,0.0027899672273228055,-0.946073013590561,0.09166666666666666,0.9083333333333333,0.725,0.725,0.725,0.5916666666666667,0.8833333333333333,0.11666666666666667,sca_oracle,63,35.34218355900066,294.5181963250055,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,190.30629210799327,0.15,0.15,0.15,0.13333333333333333,0.15,0.8690770582157324,0.13092294178426758,1.5858857675666107,0.16643309081931454,0.15838065227001472,-0.8897618931276732,0.09166666666666666,0.9083333333333333,0.3,0.3,0.3,0.725,0.9,0.1,periodic,64,13.709633955000754,114.24694962500628,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,196.84011018972035,0.20208333333333334,0.20208333333333334,0.38333333333333336,0.375,0.38333333333333336,0.9418961665500877,0.0581038334499123,1.6403342515810029,0.061053399500054506,0.05419853163554625,-0.9240715798001536,0.09166666666666666,0.9083333333333333,0.175,0.175,0.175,0.8416666666666667,0.9,0.1,rollout_joint,64,169.03218059900064,1408.601504991672,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,193.80406651291582,0.13958333333333334,0.13958333333333334,0.23333333333333334,0.225,0.23333333333333334,0.8817413364445363,0.11825866355546359,1.6150338876076318,0.11561850294072805,0.10274153945043678,-0.9197240558167123,0.08333333333333333,0.9166666666666666,0.3416666666666667,0.3416666666666667,0.3416666666666667,0.7083333333333334,0.8916666666666667,0.10833333333333334,sca_twin,64,36.202728449999995,301.68940374999994,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,200.40139385809317,0.14375,0.14375,0.225,0.2,0.225,0.8845452565896357,0.11545474341036434,1.6700116154841098,0.006689470211738526,-0.00010992015138213314,-0.9598890475688839,0.075,0.925,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.5833333333333334,0.8916666666666667,0.10833333333333334,sca_oracle,64,36.95490146500015,307.95751220833455,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,194.43991413375107,0.15,0.15,0.15,0.13333333333333333,0.15,0.8750974194529638,0.12490258054703607,1.620332617781259,0.12460830428916776,0.11580035381955815,-0.893835182969583,0.10833333333333334,0.8916666666666667,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.6416666666666667,0.8833333333333333,0.11666666666666667,periodic,65,13.509848912000052,112.5820742666671,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,198.17594420777684,0.19166666666666668,0.19166666666666668,0.38333333333333336,0.36666666666666664,0.38333333333333336,0.9405282289189498,0.05947177108105026,1.6514662017314736,0.061634995093333686,0.05345400889703778,-0.9126231671578976,0.09166666666666666,0.9083333333333333,0.30833333333333335,0.30833333333333335,0.30833333333333335,0.7416666666666667,0.8916666666666667,0.10833333333333334,rollout_joint,65,168.39018830199984,1403.251569183332,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,196.3920513346044,0.14791666666666667,0.14791666666666667,0.24166666666666667,0.23333333333333334,0.24166666666666667,0.8851985747314732,0.11480142526852678,1.63660042778837,0.10349565925323573,0.09049231588516718,-0.9063661351769731,0.1,0.9,0.275,0.275,0.275,0.7583333333333333,0.8833333333333333,0.11666666666666667,sca_twin,65,32.88024512700031,274.0020427250026,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,201.54778598292694,0.16666666666666666,0.16666666666666666,0.21666666666666667,0.19166666666666668,0.21666666666666667,0.8839279909610999,0.1160720090389001,1.679564883191058,0.017082120678071137,-0.0054446956738007125,-0.9555219734254177,0.08333333333333333,0.9166666666666666,0.6166666666666667,0.6166666666666667,0.6166666666666667,0.6416666666666667,0.875,0.125,sca_oracle,65,36.43106427800012,303.5922023166677,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,190.9706332083984,0.15,0.15,0.15,0.13333333333333333,0.15,0.8696054870580526,0.1303945129419474,1.5914219434033199,0.17496241579974214,0.16283687026995822,-0.8735901753076514,0.08333333333333333,0.9166666666666666,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.7416666666666667,0.8916666666666667,0.10833333333333334,periodic,66,13.120786163000048,109.33988469166707,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
120.0,199.253016261661,0.18541666666666667,0.18541666666666667,0.39166666666666666,0.35833333333333334,0.39166666666666666,0.9397760385724082,0.06022396142759181,1.6604418021805083,0.06172123160235568,0.05465957950998671,-0.9045751936351797,0.1,0.9,0.25833333333333336,0.25833333333333336,0.25833333333333336,0.7916666666666666,0.875,0.125,rollout_joint,66,165.37070647200017,1378.0892206000015,paper_base,/home/dkj/research/uav_dt_project/configs/paper_base.yaml
