avg_twin_badness,avg_secrecy_rate,tfscc,eve_speed
0.02674754886592461,3.6805325658596115,,0.0
0.02674754886592461,3.6805325658596115,,0.0
0.050437757235199776,3.6805325658596115,-0.0,0.0
0.050437757235199776,3.6805325658596115,,0.0
0.050437757235199776,3.6805325658596115,,0.0
0.09687358851408852,3.6805325658596115,-0.0,0.0
0.09687358851408852,3.6805325658596115,,0.0
0.09687358851408852,3.6805325658596115,,0.0
0.09687358851408852,3.6805325658596115,,0.0
0.1401999845784573,3.6805325658596115,-0.0,0.0
0.14288060026727437,3.6805325658596115,-0.0,0.0
0.14288060026727437,3.6805325658596115,,0.0
0.14288060026727437,3.6805325658596115,,0.0
0.14288060026727437,3.6805325658596115,,0.0
0.15311900931565262,3.6805325658596115,-0.0,0.0
0.17757374889771793,3.6805325658596115,-0.0,0.0
0.18284061142289995,3.6805325658596115,-0.0,0.0
0.18284061142289995,3.6805325658596115,,0.0
0.18284061142289995,3.6805325658596115,,0.0
0.18284061142289995,3.6805325658596115,,0.0
0.23123399238341139,3.6805325658596115,-0.0,0.0
0.2354330688983858,3.6805325658596115,-0.0,0.0
0.2354330688983858,3.6805325658596115,,0.0
0.2354330688983858,3.6805325658596115,,0.0
0.2354330688983858,3.6805325658596115,,0.0
0.32506293395730995,3.6805325658596115,-0.0,0.0
0.33351080775171443,3.6805325658596115,-0.0,0.0
0.4155190990953774,3.6805325658596115,-0.0,0.0
0.02672988014364036,3.333485024519934,,2.0
0.02672988014364036,3.333485024519934,,2.0
0.050375607727163284,3.3330785403825085,0.01719059546760836,2.0
0.050375607727163284,3.3330785403825085,,2.0
0.050375607727163284,3.3330785403825085,,2.0
0.09676755905756922,3.3345970830121936,-0.0327328897823235,2.0
0.09676755905756922,3.3345970830121936,,2.0
0.09676755905756922,3.3345970830121936,,2.0
0.09676755905756922,3.3345970830121936,,2.0
0.14018255740383787,3.333332503157381,0.029127718599146916,2.0
0.14284015959039698,3.332784522171569,0.20619375939094295,2.0
0.14284015959039698,3.332784522171569,,2.0
0.14284015959039698,3.332784522171569,,2.0
0.14284015959039698,3.332784522171569,,2.0
0.15308728351863612,3.333499193965445,-0.06974364698629865,2.0
0.17755424365003392,3.3330336069353876,0.01902921440002239,2.0
0.18273458196638062,3.333222490872334,-0.03646169910377354,2.0
0.18273458196638062,3.333222490872334,,2.0
0.18273458196638062,3.333222490872334,,2.0
0.18273458196638062,3.333222490872334,,2.0
0.23118791292392837,3.33583975104718,-0.05401610422076216,2.0
0.23537840999905227,3.335201774561861,0.15224362978470402,2.0
0.23537840999905227,3.335201774561861,,2.0
0.23537840999905227,3.335201774561861,,2.0
0.23537840999905227,3.335201774561861,,2.0
0.32499289960692423,3.3306478555255175,0.050816771442544414,2.0
0.33341219767359104,3.3304449311126003,0.024102295857720578,2.0
0.4154122410948545,3.3327834382539905,-0.028518364671789535,2.0
0.026536487370288863,3.4006008598565267,,4.0
0.026536487370288863,3.4006008598565267,,4.0
0.05007127188896201,3.4003139382058785,0.012191386346477977,4.0
0.05007127188896201,3.4003139382058785,,4.0
0.05007127188896201,3.4003139382058785,,4.0
0.09629300293153285,3.3999643263126167,0.007563799221188243,4.0
0.09629300293153285,3.3999643263126167,,4.0
0.09629300293153285,3.3999643263126167,,4.0
0.09629300293153285,3.3999643263126167,,4.0
0.13976042325567514,3.4006008598565267,-0.014643922716446206,4.0
0.1422560557547986,3.40016317490724,0.17538036928137157,4.0
0.1422560557547986,3.40016317490724,,4.0
0.1422560557547986,3.40016317490724,,4.0
0.1422560557547986,3.40016317490724,,4.0
0.15254159310587515,3.4006008598565267,-0.04255343540617784,4.0
0.17708353935374502,3.4003139382058785,0.011691071594338468,4.0
0.1817157652381843,3.399897992113948,0.08979400018631789,4.0
0.1817157652381843,3.399897992113948,,4.0
0.1817157652381843,3.399897992113948,,4.0
0.1817157652381843,3.399897992113948,,4.0
0.22985988122536696,3.4006008598565267,-0.014599244957904819,4.0
0.2345536229516044,3.3989147193618514,0.35923163075846026,4.0
0.2345536229516044,3.3989147193618514,,4.0
0.2345536229516044,3.3989147193618514,,4.0
0.2345536229516044,3.3989147193618514,,4.0
0.3243170073841009,3.4002565496816692,-0.014948526376330037,4.0
0.33270785430396804,3.4002333773588362,0.0027616190659053553,4.0
0.4126325675128381,3.3995404266056575,0.008670043661812767,4.0
0.02648077959422514,3.4154399943168268,,6.0
0.02648077959422514,3.4154399943168268,,6.0
0.04996918170470512,3.414848763197399,0.025171193708566946,6.0
0.04996918170470512,3.414848763197399,,6.0
0.04996918170470512,3.414848763197399,,6.0
0.09616404001806665,3.4147189181776714,0.0028108110830645312,6.0
0.09616404001806665,3.4147189181776714,,6.0
0.09616404001806665,3.4147189181776714,,6.0
0.09616404001806665,3.4147189181776714,,6.0
0.13976042325567514,3.4154399943168268,-0.016539815590329958,6.0
0.1420614958784716,3.4134345218346276,0.8715381089371915,6.0
0.1420614958784716,3.4134345218346276,,6.0
0.1420614958784716,3.4134345218346276,,6.0
0.1420614958784716,3.4134345218346276,,6.0
0.15248588532981144,3.4154399943168268,-0.1923827281742066,6.0
0.17698144916948813,3.414848763197399,0.02413625272303215,6.0
0.18148391065623926,3.4147440845700316,0.023249199948859472,6.0
0.18148391065623926,3.4147440845700316,,6.0
0.18148391065623926,3.4147440845700316,,6.0
0.18148391065623926,3.4147440845700316,,6.0
0.22985988122536696,3.4154399943168268,-0.014385442578370343,6.0
0.2341888247111522,3.4144108676159868,0.23773160916036085,6.0
0.2341888247111522,3.4144108676159868,,6.0
0.2341888247111522,3.4144108676159868,,6.0
0.2341888247111522,3.4144108676159868,,6.0
0.3239781238965973,3.4154399943168268,-0.011461574042520321,6.0
0.3324860937477818,3.4154399943168268,-0.0,6.0
0.4118828892494008,3.41556061447014,-0.0015192068212700736,6.0
0.026446359561075217,3.39162016276641,,8.0
0.026446359561075217,3.39162016276641,,8.0
0.0499077328336447,3.3915066700947842,0.0048374266206600534,8.0
0.0499077328336447,3.3915066700947842,,8.0
0.0499077328336447,3.3915066700947842,,8.0
0.09610175295863377,3.391278016587657,0.004949850792564524,8.0
0.09610175295863377,3.391278016587657,,8.0
0.09610175295863377,3.391278016587657,,8.0
0.09610175295863377,3.391278016587657,,8.0
0.13976042325567514,3.391278016587657,-0.0,8.0
0.14194791236591506,3.391278016587657,-0.0,8.0
0.14194791236591506,3.391278016587657,,8.0
0.14194791236591506,3.391278016587657,,8.0
0.14194791236591506,3.391278016587657,,8.0
0.15245146529666154,3.391278016587657,-0.0,8.0
0.17692000029842778,3.391278016587657,-0.0,8.0
0.18137737717001556,3.391278016587657,-0.0,8.0
0.18137737717001556,3.391278016587657,,8.0
0.18137737717001556,3.391278016587657,,8.0
0.18137737717001556,3.391278016587657,,8.0
0.22985988122536696,3.391278016587657,-0.0,8.0
0.2339483230361463,3.391278016587657,-0.0,8.0
0.2339483230361463,3.391278016587657,,8.0
0.2339483230361463,3.391278016587657,,8.0
0.2339483230361463,3.391278016587657,,8.0
0.32397622902309525,3.391278016587657,-0.0,8.0
0.3324481039060954,3.391278016587657,-0.0,8.0
0.4116643924569871,3.391278016587657,-0.0,8.0
